,response,CStype,phase,trialN,priorBelief,trialN2,Age,Group,pID
11,2.0,CS-,1,5.0,,1.0,19,0,44137
14,2.0,CS-,1,8.0,,2.0,19,0,44137
15,7.0,CS+,1,9.0,1.0,2.0,19,0,44137
18,6.0,CS+,1,12.0,1.0,3.0,19,0,44137
19,4.0,CS-,1,13.0,,3.0,19,0,44137
28,2.0,GS4,2,6.0,0.0,0.0,19,0,44137
29,2.0,GS1,2,7.0,0.0,0.0,19,0,44137
30,3.0,GS3,2,8.0,0.0,0.0,19,0,44137
31,2.0,CS-,2,9.0,,0.0,19,0,44137
32,6.0,CS+,2,10.0,1.0,0.0,19,0,44137
33,2.0,GS2,2,11.0,0.0,0.0,19,0,44137
34,3.0,CS-,3,0.0,,0.0,19,0,44137
35,7.0,CS+,3,1.0,1.0,0.0,19,0,44137
38,6.0,CS+,3,4.0,1.0,1.0,19,0,44137
39,3.0,CS-,3,5.0,,1.0,19,0,44137
42,3.0,CS-,3,8.0,,2.0,19,0,44137
43,6.0,CS+,3,9.0,1.0,2.0,19,0,44137
46,4.0,CS+,3,12.0,1.0,3.0,19,0,44137
47,2.0,CS-,3,13.0,,3.0,19,0,44137
50,2.0,CS-,3,16.0,,4.0,19,0,44137
51,4.0,CS+,3,17.0,1.0,4.0,19,0,44137
54,4.0,CS+,3,20.0,1.0,5.0,19,0,44137
55,2.0,CS-,3,21.0,,5.0,19,0,44137
58,2.0,CS-,3,24.0,,6.0,19,0,44137
59,3.0,CS+,3,25.0,1.0,6.0,19,0,44137
62,3.0,CS+,3,28.0,1.0,7.0,19,0,44137
63,2.0,CS-,3,29.0,,7.0,19,0,44137
6,1.0,CS+,1,0.0,4.0,0.0,19,0,44149
8,1.0,CS-,1,2.0,4.0,0.0,19,0,44149
9,1.0,CS+,1,3.0,4.0,1.0,19,0,44149
12,2.0,CS-,1,6.0,4.0,1.0,19,0,44149
14,2.0,CS+,1,8.0,4.0,2.0,19,0,44149
16,2.0,CS-,1,10.0,4.0,2.0,19,0,44149
17,2.0,CS+,1,11.0,4.0,3.0,19,0,44149
20,2.0,CS-,1,14.0,4.0,3.0,19,0,44149
22,2.0,GS3,2,0.0,0.0,0.0,19,0,44149
23,2.0,CS-,2,1.0,4.0,0.0,19,0,44149
24,2.0,GS1,2,2.0,0.0,0.0,19,0,44149
25,2.0,GS4,2,3.0,0.0,0.0,19,0,44149
26,4.0,CS+,2,4.0,4.0,0.0,19,0,44149
27,3.0,GS2,2,5.0,0.0,0.0,19,0,44149
34,6.0,CS+,3,0.0,4.0,0.0,19,0,44149
36,4.0,CS-,3,2.0,4.0,0.0,19,0,44149
38,6.0,CS+,3,4.0,4.0,1.0,19,0,44149
39,4.0,CS-,3,5.0,4.0,1.0,19,0,44149
42,5.0,CS+,3,8.0,4.0,2.0,19,0,44149
44,4.0,CS-,3,10.0,4.0,2.0,19,0,44149
46,3.0,CS+,3,12.0,4.0,3.0,19,0,44149
47,3.0,CS-,3,13.0,4.0,3.0,19,0,44149
50,3.0,CS+,3,16.0,4.0,4.0,19,0,44149
52,3.0,CS-,3,18.0,4.0,4.0,19,0,44149
54,2.0,CS+,3,20.0,4.0,5.0,19,0,44149
55,2.0,CS-,3,21.0,4.0,5.0,19,0,44149
58,2.0,CS+,3,24.0,4.0,6.0,19,0,44149
60,2.0,CS-,3,26.0,4.0,6.0,19,0,44149
62,2.0,CS+,3,28.0,4.0,7.0,19,0,44149
63,2.0,CS-,3,29.0,4.0,7.0,19,0,44149
8,2.0,CS-,1,2.0,3.0,0.0,18,0,44176
9,10.0,CS+,1,3.0,1.0,0.0,18,0,44176
12,2.0,CS+,1,6.0,1.0,1.0,18,0,44176
13,1.0,CS-,1,7.0,3.0,1.0,18,0,44176
16,2.0,CS-,1,10.0,3.0,2.0,18,0,44176
17,4.0,CS+,1,11.0,1.0,2.0,18,0,44176
20,3.0,CS+,1,14.0,1.0,3.0,18,0,44176
21,2.0,CS-,1,15.0,3.0,3.0,18,0,44176
28,2.0,GS1,2,6.0,0.0,0.0,18,0,44176
29,2.0,GS4,2,7.0,0.0,0.0,18,0,44176
30,2.0,GS2,2,8.0,0.0,0.0,18,0,44176
31,8.0,CS+,2,9.0,1.0,0.0,18,0,44176
32,2.0,GS3,2,10.0,0.0,0.0,18,0,44176
33,1.0,CS-,2,11.0,3.0,0.0,18,0,44176
36,3.0,CS-,3,2.0,3.0,0.0,18,0,44176
37,7.0,CS+,3,3.0,1.0,0.0,18,0,44176
40,2.0,CS-,3,6.0,3.0,1.0,18,0,44176
41,8.0,CS+,3,7.0,1.0,1.0,18,0,44176
44,1.0,CS-,3,10.0,3.0,2.0,18,0,44176
45,5.0,CS+,3,11.0,1.0,2.0,18,0,44176
48,1.0,CS-,3,14.0,3.0,3.0,18,0,44176
49,4.0,CS+,3,15.0,1.0,3.0,18,0,44176
52,,CS-,3,18.0,3.0,4.0,18,0,44176
53,4.0,CS+,3,19.0,1.0,4.0,18,0,44176
56,1.0,CS-,3,22.0,3.0,5.0,18,0,44176
57,3.0,CS+,3,23.0,1.0,5.0,18,0,44176
60,1.0,CS-,3,26.0,3.0,6.0,18,0,44176
61,3.0,CS+,3,27.0,1.0,6.0,18,0,44176
64,1.0,CS-,3,30.0,3.0,7.0,18,0,44176
65,2.0,CS+,3,31.0,1.0,7.0,18,0,44176
8,1.0,CS-,1,2.0,1.0,0.0,18,1,44194
9,6.0,CS+,1,3.0,2.0,0.0,18,1,44194
12,4.0,CS+,1,6.0,2.0,1.0,18,1,44194
13,1.0,CS-,1,7.0,1.0,1.0,18,1,44194
16,1.0,CS-,1,10.0,1.0,2.0,18,1,44194
17,7.0,CS+,1,11.0,2.0,2.0,18,1,44194
20,8.0,CS+,1,14.0,2.0,3.0,18,1,44194
21,1.0,CS-,1,15.0,1.0,3.0,18,1,44194
22,5.0,GS4,2,0.0,0.0,0.0,18,1,44194
23,9.0,GS1,2,1.0,0.0,0.0,18,1,44194
24,4.0,GS3,2,2.0,0.0,0.0,18,1,44194
25,1.0,CS-,2,3.0,1.0,0.0,18,1,44194
26,7.0,CS+,2,4.0,2.0,0.0,18,1,44194
27,6.0,GS2,2,5.0,0.0,0.0,18,1,44194
36,8.0,CS+,3,2.0,2.0,0.0,18,1,44194
37,2.0,CS-,3,3.0,1.0,0.0,18,1,44194
40,2.0,CS-,3,6.0,1.0,1.0,18,1,44194
41,9.0,CS+,3,7.0,2.0,1.0,18,1,44194
44,8.0,CS+,3,10.0,2.0,2.0,18,1,44194
45,2.0,CS-,3,11.0,1.0,2.0,18,1,44194
48,1.0,CS-,3,14.0,1.0,3.0,18,1,44194
49,7.0,CS+,3,15.0,2.0,3.0,18,1,44194
52,5.0,CS+,3,18.0,2.0,4.0,18,1,44194
53,1.0,CS-,3,19.0,1.0,4.0,18,1,44194
56,1.0,CS-,3,22.0,1.0,5.0,18,1,44194
57,3.0,CS+,3,23.0,2.0,5.0,18,1,44194
60,3.0,CS+,3,26.0,2.0,6.0,18,1,44194
61,1.0,CS-,3,27.0,1.0,6.0,18,1,44194
64,1.0,CS-,3,30.0,1.0,7.0,18,1,44194
65,2.0,CS+,3,31.0,2.0,7.0,18,1,44194
6,9.0,CS-,1,0.0,5.0,0.0,18,0,44245
7,10.0,CS+,1,1.0,9.0,0.0,18,0,44245
10,,CS+,1,4.0,9.0,1.0,18,0,44245
11,2.0,CS-,1,5.0,5.0,1.0,18,0,44245
14,2.0,CS-,1,8.0,5.0,2.0,18,0,44245
15,11.0,CS+,1,9.0,9.0,2.0,18,0,44245
18,11.0,CS+,1,12.0,9.0,3.0,18,0,44245
19,,CS-,1,13.0,5.0,3.0,18,0,44245
28,2.0,GS4,2,6.0,0.0,0.0,18,0,44245
29,11.0,GS1,2,7.0,0.0,0.0,18,0,44245
30,5.0,GS3,2,8.0,0.0,0.0,18,0,44245
31,1.0,CS-,2,9.0,5.0,0.0,18,0,44245
32,11.0,CS+,2,10.0,9.0,0.0,18,0,44245
33,4.0,GS2,2,11.0,0.0,0.0,18,0,44245
34,2.0,CS-,3,0.0,5.0,0.0,18,0,44245
35,11.0,CS+,3,1.0,9.0,0.0,18,0,44245
38,11.0,CS+,3,4.0,9.0,1.0,18,0,44245
39,1.0,CS-,3,5.0,5.0,1.0,18,0,44245
42,1.0,CS-,3,8.0,5.0,2.0,18,0,44245
43,11.0,CS+,3,9.0,9.0,2.0,18,0,44245
46,9.0,CS+,3,12.0,9.0,3.0,18,0,44245
47,1.0,CS-,3,13.0,5.0,3.0,18,0,44245
50,1.0,CS-,3,16.0,5.0,4.0,18,0,44245
51,6.0,CS+,3,17.0,9.0,4.0,18,0,44245
54,4.0,CS+,3,20.0,9.0,5.0,18,0,44245
55,1.0,CS-,3,21.0,5.0,5.0,18,0,44245
58,1.0,CS-,3,24.0,5.0,6.0,18,0,44245
59,2.0,CS+,3,25.0,9.0,6.0,18,0,44245
62,1.0,CS+,3,28.0,9.0,7.0,18,0,44245
63,1.0,CS-,3,29.0,5.0,7.0,18,0,44245
6,1.0,CS+,1,0.0,0.0,0.0,19,0,44293
8,1.0,CS-,1,2.0,0.0,0.0,19,0,44293
9,3.0,CS+,1,3.0,0.0,1.0,19,0,44293
12,7.0,CS-,1,6.0,0.0,1.0,19,0,44293
14,6.0,CS+,1,8.0,0.0,2.0,19,0,44293
16,7.0,CS-,1,10.0,0.0,2.0,19,0,44293
17,4.0,CS+,1,11.0,0.0,3.0,19,0,44293
20,7.0,CS-,1,14.0,0.0,3.0,19,0,44293
22,5.0,GS3,2,0.0,0.0,0.0,19,0,44293
23,5.0,CS-,2,1.0,0.0,0.0,19,0,44293
24,3.0,GS1,2,2.0,0.0,0.0,19,0,44293
25,2.0,GS4,2,3.0,0.0,0.0,19,0,44293
26,1.0,CS+,2,4.0,0.0,0.0,19,0,44293
27,4.0,GS2,2,5.0,0.0,0.0,19,0,44293
34,4.0,CS+,3,0.0,0.0,0.0,19,0,44293
36,5.0,CS-,3,2.0,0.0,0.0,19,0,44293
38,3.0,CS+,3,4.0,0.0,1.0,19,0,44293
39,2.0,CS-,3,5.0,0.0,1.0,19,0,44293
42,1.0,CS+,3,8.0,0.0,2.0,19,0,44293
44,2.0,CS-,3,10.0,0.0,2.0,19,0,44293
46,2.0,CS+,3,12.0,0.0,3.0,19,0,44293
47,1.0,CS-,3,13.0,0.0,3.0,19,0,44293
50,1.0,CS+,3,16.0,0.0,4.0,19,0,44293
52,1.0,CS-,3,18.0,0.0,4.0,19,0,44293
54,1.0,CS+,3,20.0,0.0,5.0,19,0,44293
55,1.0,CS-,3,21.0,0.0,5.0,19,0,44293
58,3.0,CS+,3,24.0,0.0,6.0,19,0,44293
60,4.0,CS-,3,26.0,0.0,6.0,19,0,44293
62,2.0,CS+,3,28.0,0.0,7.0,19,0,44293
63,3.0,CS-,3,29.0,0.0,7.0,19,0,44293
6,4.0,CS+,1,0.0,4.0,0.0,20,0,44326
8,6.0,CS-,1,2.0,3.0,0.0,20,0,44326
9,5.0,CS+,1,3.0,4.0,1.0,20,0,44326
12,4.0,CS-,1,6.0,3.0,1.0,20,0,44326
14,6.0,CS+,1,8.0,4.0,2.0,20,0,44326
16,6.0,CS-,1,10.0,3.0,2.0,20,0,44326
17,7.0,CS+,1,11.0,4.0,3.0,20,0,44326
20,5.0,CS-,1,14.0,3.0,3.0,20,0,44326
22,4.0,GS3,2,0.0,0.0,0.0,20,0,44326
23,3.0,CS-,2,1.0,3.0,0.0,20,0,44326
24,7.0,GS1,2,2.0,0.0,0.0,20,0,44326
25,4.0,GS4,2,3.0,0.0,0.0,20,0,44326
26,8.0,CS+,2,4.0,4.0,0.0,20,0,44326
27,6.0,GS2,2,5.0,0.0,0.0,20,0,44326
34,8.0,CS+,3,0.0,4.0,0.0,20,0,44326
36,4.0,CS-,3,2.0,3.0,0.0,20,0,44326
38,7.0,CS+,3,4.0,4.0,1.0,20,0,44326
39,4.0,CS-,3,5.0,3.0,1.0,20,0,44326
42,6.0,CS+,3,8.0,4.0,2.0,20,0,44326
44,3.0,CS-,3,10.0,3.0,2.0,20,0,44326
46,4.0,CS+,3,12.0,4.0,3.0,20,0,44326
47,2.0,CS-,3,13.0,3.0,3.0,20,0,44326
50,5.0,CS+,3,16.0,4.0,4.0,20,0,44326
52,3.0,CS-,3,18.0,3.0,4.0,20,0,44326
54,5.0,CS+,3,20.0,4.0,5.0,20,0,44326
55,2.0,CS-,3,21.0,3.0,5.0,20,0,44326
58,4.0,CS+,3,24.0,4.0,6.0,20,0,44326
60,2.0,CS-,3,26.0,3.0,6.0,20,0,44326
62,3.0,CS+,3,28.0,4.0,7.0,20,0,44326
63,2.0,CS-,3,29.0,3.0,7.0,20,0,44326
6,2.0,CS+,1,0.0,0.0,0.0,18,0,44347
8,3.0,CS-,1,2.0,1.0,0.0,18,0,44347
9,3.0,CS+,1,3.0,0.0,1.0,18,0,44347
12,3.0,CS-,1,6.0,1.0,1.0,18,0,44347
14,2.0,CS+,1,8.0,0.0,2.0,18,0,44347
16,3.0,CS-,1,10.0,1.0,2.0,18,0,44347
17,3.0,CS+,1,11.0,0.0,3.0,18,0,44347
20,3.0,CS-,1,14.0,1.0,3.0,18,0,44347
22,2.0,GS3,2,0.0,0.0,0.0,18,0,44347
23,4.0,CS-,2,1.0,1.0,0.0,18,0,44347
24,3.0,GS1,2,2.0,0.0,0.0,18,0,44347
25,3.0,GS4,2,3.0,0.0,0.0,18,0,44347
26,4.0,CS+,2,4.0,0.0,0.0,18,0,44347
27,3.0,GS2,2,5.0,0.0,0.0,18,0,44347
34,4.0,CS+,3,0.0,0.0,0.0,18,0,44347
36,4.0,CS-,3,2.0,1.0,0.0,18,0,44347
38,3.0,CS+,3,4.0,0.0,1.0,18,0,44347
39,7.0,CS-,3,5.0,1.0,1.0,18,0,44347
42,3.0,CS+,3,8.0,0.0,2.0,18,0,44347
44,3.0,CS-,3,10.0,1.0,2.0,18,0,44347
46,3.0,CS+,3,12.0,0.0,3.0,18,0,44347
47,4.0,CS-,3,13.0,1.0,3.0,18,0,44347
50,6.0,CS+,3,16.0,0.0,4.0,18,0,44347
52,5.0,CS-,3,18.0,1.0,4.0,18,0,44347
54,5.0,CS+,3,20.0,0.0,5.0,18,0,44347
55,6.0,CS-,3,21.0,1.0,5.0,18,0,44347
58,5.0,CS+,3,24.0,0.0,6.0,18,0,44347
60,3.0,CS-,3,26.0,1.0,6.0,18,0,44347
62,5.0,CS+,3,28.0,0.0,7.0,18,0,44347
63,5.0,CS-,3,29.0,1.0,7.0,18,0,44347
6,,CS-,1,0.0,8.0,0.0,18,0,44437
7,3.0,CS+,1,1.0,2.0,0.0,18,0,44437
10,2.0,CS+,1,4.0,2.0,1.0,18,0,44437
11,10.0,CS-,1,5.0,8.0,1.0,18,0,44437
14,10.0,CS-,1,8.0,8.0,2.0,18,0,44437
15,3.0,CS+,1,9.0,2.0,2.0,18,0,44437
18,2.0,CS+,1,12.0,2.0,3.0,18,0,44437
19,10.0,CS-,1,13.0,8.0,3.0,18,0,44437
28,1.0,GS4,2,6.0,0.0,0.0,18,0,44437
29,7.0,GS1,2,7.0,0.0,0.0,18,0,44437
30,10.0,GS3,2,8.0,0.0,0.0,18,0,44437
31,11.0,CS-,2,9.0,8.0,0.0,18,0,44437
32,2.0,CS+,2,10.0,2.0,0.0,18,0,44437
33,5.0,GS2,2,11.0,0.0,0.0,18,0,44437
34,10.0,CS-,3,0.0,8.0,0.0,18,0,44437
35,3.0,CS+,3,1.0,2.0,0.0,18,0,44437
38,2.0,CS+,3,4.0,2.0,1.0,18,0,44437
39,10.0,CS-,3,5.0,8.0,1.0,18,0,44437
42,10.0,CS-,3,8.0,8.0,2.0,18,0,44437
43,3.0,CS+,3,9.0,2.0,2.0,18,0,44437
46,2.0,CS+,3,12.0,2.0,3.0,18,0,44437
47,10.0,CS-,3,13.0,8.0,3.0,18,0,44437
50,10.0,CS-,3,16.0,8.0,4.0,18,0,44437
51,2.0,CS+,3,17.0,2.0,4.0,18,0,44437
54,2.0,CS+,3,20.0,2.0,5.0,18,0,44437
55,10.0,CS-,3,21.0,8.0,5.0,18,0,44437
58,10.0,CS-,3,24.0,8.0,6.0,18,0,44437
59,2.0,CS+,3,25.0,2.0,6.0,18,0,44437
62,2.0,CS+,3,28.0,2.0,7.0,18,0,44437
63,10.0,CS-,3,29.0,8.0,7.0,18,0,44437
6,1.0,CS+,1,0.0,2.0,0.0,19,0,44485
8,1.0,CS-,1,2.0,2.0,0.0,19,0,44485
9,1.0,CS+,1,3.0,2.0,1.0,19,0,44485
12,2.0,CS-,1,6.0,2.0,1.0,19,0,44485
14,2.0,CS+,1,8.0,2.0,2.0,19,0,44485
16,1.0,CS-,1,10.0,2.0,2.0,19,0,44485
17,1.0,CS+,1,11.0,2.0,3.0,19,0,44485
20,1.0,CS-,1,14.0,2.0,3.0,19,0,44485
22,1.0,GS3,2,0.0,0.0,0.0,19,0,44485
23,1.0,CS-,2,1.0,2.0,0.0,19,0,44485
24,1.0,GS1,2,2.0,0.0,0.0,19,0,44485
25,1.0,GS4,2,3.0,0.0,0.0,19,0,44485
26,1.0,CS+,2,4.0,2.0,0.0,19,0,44485
27,1.0,GS2,2,5.0,0.0,0.0,19,0,44485
34,2.0,CS+,3,0.0,2.0,0.0,19,0,44485
36,1.0,CS-,3,2.0,2.0,0.0,19,0,44485
38,1.0,CS+,3,4.0,2.0,1.0,19,0,44485
39,1.0,CS-,3,5.0,2.0,1.0,19,0,44485
42,1.0,CS+,3,8.0,2.0,2.0,19,0,44485
44,1.0,CS-,3,10.0,2.0,2.0,19,0,44485
46,1.0,CS+,3,12.0,2.0,3.0,19,0,44485
47,1.0,CS-,3,13.0,2.0,3.0,19,0,44485
50,1.0,CS+,3,16.0,2.0,4.0,19,0,44485
52,1.0,CS-,3,18.0,2.0,4.0,19,0,44485
54,1.0,CS+,3,20.0,2.0,5.0,19,0,44485
55,1.0,CS-,3,21.0,2.0,5.0,19,0,44485
58,1.0,CS+,3,24.0,2.0,6.0,19,0,44485
60,1.0,CS-,3,26.0,2.0,6.0,19,0,44485
62,1.0,CS+,3,28.0,2.0,7.0,19,0,44485
63,1.0,CS-,3,29.0,2.0,7.0,19,0,44485
8,10.0,CS-,1,2.0,1.0,0.0,20,0,44515
9,11.0,CS+,1,3.0,2.0,0.0,20,0,44515
12,10.0,CS+,1,6.0,2.0,1.0,20,0,44515
13,10.0,CS-,1,7.0,1.0,1.0,20,0,44515
16,2.0,CS-,1,10.0,1.0,2.0,20,0,44515
17,11.0,CS+,1,11.0,2.0,2.0,20,0,44515
20,9.0,CS+,1,14.0,2.0,3.0,20,0,44515
21,4.0,CS-,1,15.0,1.0,3.0,20,0,44515
22,5.0,GS4,2,0.0,0.0,0.0,20,0,44515
23,8.0,GS1,2,1.0,0.0,0.0,20,0,44515
24,2.0,GS3,2,2.0,0.0,0.0,20,0,44515
25,2.0,CS-,2,3.0,1.0,0.0,20,0,44515
26,11.0,CS+,2,4.0,2.0,0.0,20,0,44515
27,7.0,GS2,2,5.0,0.0,0.0,20,0,44515
36,9.0,CS+,3,2.0,2.0,0.0,20,0,44515
37,2.0,CS-,3,3.0,1.0,0.0,20,0,44515
40,1.0,CS-,3,6.0,1.0,1.0,20,0,44515
41,9.0,CS+,3,7.0,2.0,1.0,20,0,44515
44,8.0,CS+,3,10.0,2.0,2.0,20,0,44515
45,1.0,CS-,3,11.0,1.0,2.0,20,0,44515
48,1.0,CS-,3,14.0,1.0,3.0,20,0,44515
49,7.0,CS+,3,15.0,2.0,3.0,20,0,44515
52,4.0,CS+,3,18.0,2.0,4.0,20,0,44515
53,1.0,CS-,3,19.0,1.0,4.0,20,0,44515
56,1.0,CS-,3,22.0,1.0,5.0,20,0,44515
57,3.0,CS+,3,23.0,2.0,5.0,20,0,44515
60,2.0,CS+,3,26.0,2.0,6.0,20,0,44515
61,1.0,CS-,3,27.0,1.0,6.0,20,0,44515
64,1.0,CS-,3,30.0,1.0,7.0,20,0,44515
65,3.0,CS+,3,31.0,2.0,7.0,20,0,44515
6,3.0,CS+,1,0.0,3.0,0.0,20,0,44602
8,3.0,CS-,1,2.0,2.0,0.0,20,0,44602
9,2.0,CS+,1,3.0,3.0,1.0,20,0,44602
12,4.0,CS-,1,6.0,2.0,1.0,20,0,44602
14,3.0,CS+,1,8.0,3.0,2.0,20,0,44602
16,3.0,CS-,1,10.0,2.0,2.0,20,0,44602
17,3.0,CS+,1,11.0,3.0,3.0,20,0,44602
20,4.0,CS-,1,14.0,2.0,3.0,20,0,44602
22,3.0,GS3,2,0.0,0.0,0.0,20,0,44602
23,3.0,CS-,2,1.0,2.0,0.0,20,0,44602
24,4.0,GS1,2,2.0,0.0,0.0,20,0,44602
25,4.0,GS4,2,3.0,0.0,0.0,20,0,44602
26,4.0,CS+,2,4.0,3.0,0.0,20,0,44602
27,5.0,GS2,2,5.0,0.0,0.0,20,0,44602
34,4.0,CS+,3,0.0,3.0,0.0,20,0,44602
36,4.0,CS-,3,2.0,2.0,0.0,20,0,44602
38,4.0,CS+,3,4.0,3.0,1.0,20,0,44602
39,4.0,CS-,3,5.0,2.0,1.0,20,0,44602
42,4.0,CS+,3,8.0,3.0,2.0,20,0,44602
44,4.0,CS-,3,10.0,2.0,2.0,20,0,44602
46,8.0,CS+,3,12.0,3.0,3.0,20,0,44602
47,4.0,CS-,3,13.0,2.0,3.0,20,0,44602
50,8.0,CS+,3,16.0,3.0,4.0,20,0,44602
52,3.0,CS-,3,18.0,2.0,4.0,20,0,44602
54,3.0,CS+,3,20.0,3.0,5.0,20,0,44602
55,3.0,CS-,3,21.0,2.0,5.0,20,0,44602
58,5.0,CS+,3,24.0,3.0,6.0,20,0,44602
60,3.0,CS-,3,26.0,2.0,6.0,20,0,44602
62,3.0,CS+,3,28.0,3.0,7.0,20,0,44602
63,2.0,CS-,3,29.0,2.0,7.0,20,0,44602
6,,CS-,1,0.0,4.0,0.0,21,1,44638
7,2.0,CS+,1,1.0,2.0,0.0,21,1,44638
10,8.0,CS+,1,4.0,2.0,1.0,21,1,44638
11,2.0,CS-,1,5.0,4.0,1.0,21,1,44638
14,2.0,CS-,1,8.0,4.0,2.0,21,1,44638
15,6.0,CS+,1,9.0,2.0,2.0,21,1,44638
18,6.0,CS+,1,12.0,2.0,3.0,21,1,44638
19,2.0,CS-,1,13.0,4.0,3.0,21,1,44638
28,2.0,GS4,2,6.0,0.0,0.0,21,1,44638
29,5.0,GS1,2,7.0,0.0,0.0,21,1,44638
30,1.0,GS3,2,8.0,0.0,0.0,21,1,44638
31,1.0,CS-,2,9.0,4.0,0.0,21,1,44638
32,3.0,CS+,2,10.0,2.0,0.0,21,1,44638
33,3.0,GS2,2,11.0,0.0,0.0,21,1,44638
34,1.0,CS-,3,0.0,4.0,0.0,21,1,44638
35,6.0,CS+,3,1.0,2.0,0.0,21,1,44638
38,4.0,CS+,3,4.0,2.0,1.0,21,1,44638
39,1.0,CS-,3,5.0,4.0,1.0,21,1,44638
42,1.0,CS-,3,8.0,4.0,2.0,21,1,44638
43,2.0,CS+,3,9.0,2.0,2.0,21,1,44638
46,1.0,CS+,3,12.0,2.0,3.0,21,1,44638
47,1.0,CS-,3,13.0,4.0,3.0,21,1,44638
50,1.0,CS-,3,16.0,4.0,4.0,21,1,44638
51,1.0,CS+,3,17.0,2.0,4.0,21,1,44638
54,1.0,CS+,3,20.0,2.0,5.0,21,1,44638
55,1.0,CS-,3,21.0,4.0,5.0,21,1,44638
58,1.0,CS-,3,24.0,4.0,6.0,21,1,44638
59,1.0,CS+,3,25.0,2.0,6.0,21,1,44638
62,1.0,CS+,3,28.0,2.0,7.0,21,1,44638
63,1.0,CS-,3,29.0,4.0,7.0,21,1,44638
8,2.0,CS-,1,2.0,10.0,0.0,18,0,44662
9,3.0,CS+,1,3.0,0.0,0.0,18,0,44662
12,5.0,CS+,1,6.0,0.0,1.0,18,0,44662
13,1.0,CS-,1,7.0,10.0,1.0,18,0,44662
16,1.0,CS-,1,10.0,10.0,2.0,18,0,44662
17,3.0,CS+,1,11.0,0.0,2.0,18,0,44662
20,2.0,CS+,1,14.0,0.0,3.0,18,0,44662
21,1.0,CS-,1,15.0,10.0,3.0,18,0,44662
22,2.0,GS4,2,0.0,0.0,0.0,18,0,44662
23,3.0,GS1,2,1.0,0.0,0.0,18,0,44662
24,3.0,GS3,2,2.0,0.0,0.0,18,0,44662
25,1.0,CS-,2,3.0,10.0,0.0,18,0,44662
26,4.0,CS+,2,4.0,0.0,0.0,18,0,44662
27,4.0,GS2,2,5.0,0.0,0.0,18,0,44662
36,4.0,CS+,3,2.0,0.0,0.0,18,0,44662
37,1.0,CS-,3,3.0,10.0,0.0,18,0,44662
40,1.0,CS-,3,6.0,10.0,1.0,18,0,44662
41,3.0,CS+,3,7.0,0.0,1.0,18,0,44662
44,2.0,CS+,3,10.0,0.0,2.0,18,0,44662
45,1.0,CS-,3,11.0,10.0,2.0,18,0,44662
48,1.0,CS-,3,14.0,10.0,3.0,18,0,44662
49,3.0,CS+,3,15.0,0.0,3.0,18,0,44662
52,3.0,CS+,3,18.0,0.0,4.0,18,0,44662
53,1.0,CS-,3,19.0,10.0,4.0,18,0,44662
56,1.0,CS-,3,22.0,10.0,5.0,18,0,44662
57,1.0,CS+,3,23.0,0.0,5.0,18,0,44662
60,2.0,CS+,3,26.0,0.0,6.0,18,0,44662
61,1.0,CS-,3,27.0,10.0,6.0,18,0,44662
64,1.0,CS-,3,30.0,10.0,7.0,18,0,44662
65,2.0,CS+,3,31.0,0.0,7.0,18,0,44662
6,2.0,CS-,1,0.0,7.0,0.0,18,0,44662
7,4.0,CS+,1,1.0,9.0,0.0,18,0,44662
10,9.0,CS+,1,4.0,9.0,1.0,18,0,44662
11,7.0,CS-,1,5.0,7.0,1.0,18,0,44662
14,1.0,CS-,1,8.0,7.0,2.0,18,0,44662
15,7.0,CS+,1,9.0,9.0,2.0,18,0,44662
18,7.0,CS+,1,12.0,9.0,3.0,18,0,44662
19,1.0,CS-,1,13.0,7.0,3.0,18,0,44662
28,1.0,GS4,2,6.0,0.0,0.0,18,0,44662
29,3.0,GS1,2,7.0,0.0,0.0,18,0,44662
30,1.0,GS3,2,8.0,0.0,0.0,18,0,44662
31,1.0,CS-,2,9.0,7.0,0.0,18,0,44662
32,4.0,CS+,2,10.0,9.0,0.0,18,0,44662
33,1.0,GS2,2,11.0,0.0,0.0,18,0,44662
34,1.0,CS-,3,0.0,7.0,0.0,18,0,44662
35,1.0,CS+,3,1.0,9.0,0.0,18,0,44662
38,1.0,CS+,3,4.0,9.0,1.0,18,0,44662
39,1.0,CS-,3,5.0,7.0,1.0,18,0,44662
42,1.0,CS-,3,8.0,7.0,2.0,18,0,44662
43,4.0,CS+,3,9.0,9.0,2.0,18,0,44662
46,5.0,CS+,3,12.0,9.0,3.0,18,0,44662
47,1.0,CS-,3,13.0,7.0,3.0,18,0,44662
50,1.0,CS-,3,16.0,7.0,4.0,18,0,44662
51,5.0,CS+,3,17.0,9.0,4.0,18,0,44662
54,8.0,CS+,3,20.0,9.0,5.0,18,0,44662
55,1.0,CS-,3,21.0,7.0,5.0,18,0,44662
58,1.0,CS-,3,24.0,7.0,6.0,18,0,44662
59,5.0,CS+,3,25.0,9.0,6.0,18,0,44662
62,4.0,CS+,3,28.0,9.0,7.0,18,0,44662
63,1.0,CS-,3,29.0,7.0,7.0,18,0,44662
6,1.0,CS+,1,0.0,0.0,0.0,20,0,44695
8,,CS-,1,2.0,0.0,0.0,20,0,44695
9,1.0,CS+,1,3.0,0.0,1.0,20,0,44695
12,1.0,CS-,1,6.0,0.0,1.0,20,0,44695
14,1.0,CS+,1,8.0,0.0,2.0,20,0,44695
