,response,CStype,phase,trialN,priorBelief,trialN2,Age,Group,pID
9,11.0,CS+,1,3.0,1.0,0.0,27,1,SAMO16
12,3.0,CS+,1,6.0,1.0,1.0,27,1,SAMO16
13,1.0,CS-,1,7.0,0.0,1.0,27,1,SAMO16
16,1.0,CS-,1,10.0,0.0,2.0,27,1,SAMO16
17,1.0,CS+,1,11.0,1.0,2.0,27,1,SAMO16
20,1.0,CS+,1,14.0,1.0,3.0,27,1,SAMO16
21,1.0,CS-,1,15.0,0.0,3.0,27,1,SAMO16
22,4.0,GS4,2,0.0,0.0,0.0,27,1,SAMO16
23,4.0,GS1,2,1.0,0.0,0.0,27,1,SAMO16
24,4.0,GS3,2,2.0,0.0,0.0,27,1,SAMO16
25,5.0,CS-,2,3.0,0.0,0.0,27,1,SAMO16
26,1.0,CS+,2,4.0,1.0,0.0,27,1,SAMO16
27,1.0,GS2,2,5.0,0.0,0.0,27,1,SAMO16
36,6.0,CS+,3,2.0,1.0,0.0,27,1,SAMO16
37,,CS-,3,3.0,0.0,0.0,27,1,SAMO16
40,4.0,CS-,3,6.0,0.0,1.0,27,1,SAMO16
41,7.0,CS+,3,7.0,1.0,1.0,27,1,SAMO16
44,7.0,CS+,3,10.0,1.0,2.0,27,1,SAMO16
45,4.0,CS-,3,11.0,0.0,2.0,27,1,SAMO16
48,1.0,CS-,3,14.0,0.0,3.0,27,1,SAMO16
49,7.0,CS+,3,15.0,1.0,3.0,27,1,SAMO16
52,11.0,CS+,3,18.0,1.0,4.0,27,1,SAMO16
53,1.0,CS-,3,19.0,0.0,4.0,27,1,SAMO16
56,1.0,CS-,3,22.0,0.0,5.0,27,1,SAMO16
57,11.0,CS+,3,23.0,1.0,5.0,27,1,SAMO16
60,10.0,CS+,3,26.0,1.0,6.0,27,1,SAMO16
61,1.0,CS-,3,27.0,0.0,6.0,27,1,SAMO16
64,,CS-,3,30.0,0.0,7.0,27,1,SAMO16
65,11.0,CS+,3,31.0,1.0,7.0,27,1,SAMO16
8,7.0,CS-,1,2.0,6.0,0.0,21,0,SISA12
9,9.0,CS+,1,3.0,7.0,0.0,21,0,SISA12
12,9.0,CS+,1,6.0,7.0,1.0,21,0,SISA12
13,2.0,CS-,1,7.0,6.0,1.0,21,0,SISA12
16,,CS-,1,10.0,6.0,2.0,21,0,SISA12
17,9.0,CS+,1,11.0,7.0,2.0,21,0,SISA12
20,9.0,CS+,1,14.0,7.0,3.0,21,0,SISA12
21,1.0,CS-,1,15.0,6.0,3.0,21,0,SISA12
22,1.0,GS4,2,0.0,0.0,0.0,21,0,SISA12
23,6.0,GS1,2,1.0,0.0,0.0,21,0,SISA12
24,1.0,GS3,2,2.0,0.0,0.0,21,0,SISA12
25,1.0,CS-,2,3.0,6.0,0.0,21,0,SISA12
26,10.0,CS+,2,4.0,7.0,0.0,21,0,SISA12
27,2.0,GS2,2,5.0,0.0,0.0,21,0,SISA12
36,10.0,CS+,3,2.0,7.0,0.0,21,0,SISA12
37,1.0,CS-,3,3.0,6.0,0.0,21,0,SISA12
40,1.0,CS-,3,6.0,6.0,1.0,21,0,SISA12
41,6.0,CS+,3,7.0,7.0,1.0,21,0,SISA12
44,2.0,CS+,3,10.0,7.0,2.0,21,0,SISA12
45,1.0,CS-,3,11.0,6.0,2.0,21,0,SISA12
48,1.0,CS-,3,14.0,6.0,3.0,21,0,SISA12
49,3.0,CS+,3,15.0,7.0,3.0,21,0,SISA12
52,3.0,CS+,3,18.0,7.0,4.0,21,0,SISA12
53,1.0,CS-,3,19.0,6.0,4.0,21,0,SISA12
56,1.0,CS-,3,22.0,6.0,5.0,21,0,SISA12
57,2.0,CS+,3,23.0,7.0,5.0,21,0,SISA12
60,2.0,CS+,3,26.0,7.0,6.0,21,0,SISA12
61,1.0,CS-,3,27.0,6.0,6.0,21,0,SISA12
64,1.0,CS-,3,30.0,6.0,7.0,21,0,SISA12
65,1.0,CS+,3,31.0,7.0,7.0,21,0,SISA12
8,5.0,CS-,1,2.0,8.0,0.0,17,1,SISU01
9,1.0,CS+,1,3.0,0.0,0.0,17,1,SISU01
12,7.0,CS+,1,6.0,0.0,1.0,17,1,SISU01
13,1.0,CS-,1,7.0,8.0,1.0,17,1,SISU01
16,1.0,CS-,1,10.0,8.0,2.0,17,1,SISU01
17,10.0,CS+,1,11.0,0.0,2.0,17,1,SISU01
20,8.0,CS+,1,14.0,0.0,3.0,17,1,SISU01
21,2.0,CS-,1,15.0,8.0,3.0,17,1,SISU01
22,1.0,GS4,2,0.0,0.0,0.0,17,1,SISU01
23,7.0,GS1,2,1.0,0.0,0.0,17,1,SISU01
24,4.0,GS3,2,2.0,0.0,0.0,17,1,SISU01
25,2.0,CS-,2,3.0,8.0,0.0,17,1,SISU01
26,11.0,CS+,2,4.0,0.0,0.0,17,1,SISU01
27,2.0,GS2,2,5.0,0.0,0.0,17,1,SISU01
36,9.0,CS+,3,2.0,0.0,0.0,17,1,SISU01
37,1.0,CS-,3,3.0,8.0,0.0,17,1,SISU01
40,1.0,CS-,3,6.0,8.0,1.0,17,1,SISU01
41,8.0,CS+,3,7.0,0.0,1.0,17,1,SISU01
44,3.0,CS+,3,10.0,0.0,2.0,17,1,SISU01
45,1.0,CS-,3,11.0,8.0,2.0,17,1,SISU01
48,1.0,CS-,3,14.0,8.0,3.0,17,1,SISU01
49,1.0,CS+,3,15.0,0.0,3.0,17,1,SISU01
52,1.0,CS+,3,18.0,0.0,4.0,17,1,SISU01
53,1.0,CS-,3,19.0,8.0,4.0,17,1,SISU01
56,1.0,CS-,3,22.0,8.0,5.0,17,1,SISU01
57,1.0,CS+,3,23.0,0.0,5.0,17,1,SISU01
60,1.0,CS+,3,26.0,0.0,6.0,17,1,SISU01
61,1.0,CS-,3,27.0,8.0,6.0,17,1,SISU01
64,1.0,CS-,3,30.0,8.0,7.0,17,1,SISU01
65,1.0,CS+,3,31.0,0.0,7.0,17,1,SISU01
6,2.0,CS-,1,0.0,2.0,0.0,17,1,SOKA01
7,2.0,CS+,1,1.0,1.0,0.0,17,1,SOKA01
10,3.0,CS+,1,4.0,1.0,1.0,17,1,SOKA01
11,3.0,CS-,1,5.0,2.0,1.0,17,1,SOKA01
14,3.0,CS-,1,8.0,2.0,2.0,17,1,SOKA01
15,3.0,CS+,1,9.0,1.0,2.0,17,1,SOKA01
18,3.0,CS+,1,12.0,1.0,3.0,17,1,SOKA01
19,3.0,CS-,1,13.0,2.0,3.0,17,1,SOKA01
28,3.0,GS4,2,6.0,0.0,0.0,17,1,SOKA01
29,4.0,GS1,2,7.0,0.0,0.0,17,1,SOKA01
30,3.0,GS3,2,8.0,0.0,0.0,17,1,SOKA01
31,3.0,CS-,2,9.0,2.0,0.0,17,1,SOKA01
32,3.0,CS+,2,10.0,1.0,0.0,17,1,SOKA01
33,2.0,GS2,2,11.0,0.0,0.0,17,1,SOKA01
34,2.0,CS-,3,0.0,2.0,0.0,17,1,SOKA01
35,3.0,CS+,3,1.0,1.0,0.0,17,1,SOKA01
38,3.0,CS+,3,4.0,1.0,1.0,17,1,SOKA01
39,2.0,CS-,3,5.0,2.0,1.0,17,1,SOKA01
42,2.0,CS-,3,8.0,2.0,2.0,17,1,SOKA01
43,2.0,CS+,3,9.0,1.0,2.0,17,1,SOKA01
46,3.0,CS+,3,12.0,1.0,3.0,17,1,SOKA01
47,2.0,CS-,3,13.0,2.0,3.0,17,1,SOKA01
50,3.0,CS-,3,16.0,2.0,4.0,17,1,SOKA01
51,2.0,CS+,3,17.0,1.0,4.0,17,1,SOKA01
54,3.0,CS+,3,20.0,1.0,5.0,17,1,SOKA01
55,2.0,CS-,3,21.0,2.0,5.0,17,1,SOKA01
58,4.0,CS-,3,24.0,2.0,6.0,17,1,SOKA01
59,4.0,CS+,3,25.0,1.0,6.0,17,1,SOKA01
62,2.0,CS+,3,28.0,1.0,7.0,17,1,SOKA01
63,2.0,CS-,3,29.0,2.0,7.0,17,1,SOKA01
8,8.0,CS-,1,2.0,3.0,0.0,16,0,TAHA12
9,8.0,CS+,1,3.0,8.0,0.0,16,0,TAHA12
12,9.0,CS+,1,6.0,8.0,1.0,16,0,TAHA12
13,9.0,CS-,1,7.0,3.0,1.0,16,0,TAHA12
16,7.0,CS-,1,10.0,3.0,2.0,16,0,TAHA12
17,7.0,CS+,1,11.0,8.0,2.0,16,0,TAHA12
20,7.0,CS+,1,14.0,8.0,3.0,16,0,TAHA12
21,8.0,CS-,1,15.0,3.0,3.0,16,0,TAHA12
22,8.0,GS4,2,0.0,0.0,0.0,16,0,TAHA12
23,8.0,GS1,2,1.0,0.0,0.0,16,0,TAHA12
24,7.0,GS3,2,2.0,0.0,0.0,16,0,TAHA12
25,7.0,CS-,2,3.0,3.0,0.0,16,0,TAHA12
26,7.0,CS+,2,4.0,8.0,0.0,16,0,TAHA12
27,7.0,GS2,2,5.0,0.0,0.0,16,0,TAHA12
36,3.0,CS+,3,2.0,8.0,0.0,16,0,TAHA12
37,4.0,CS-,3,3.0,3.0,0.0,16,0,TAHA12
40,3.0,CS-,3,6.0,3.0,1.0,16,0,TAHA12
41,2.0,CS+,3,7.0,8.0,1.0,16,0,TAHA12
44,2.0,CS+,3,10.0,8.0,2.0,16,0,TAHA12
45,2.0,CS-,3,11.0,3.0,2.0,16,0,TAHA12
48,2.0,CS-,3,14.0,3.0,3.0,16,0,TAHA12
49,1.0,CS+,3,15.0,8.0,3.0,16,0,TAHA12
52,1.0,CS+,3,18.0,8.0,4.0,16,0,TAHA12
53,1.0,CS-,3,19.0,3.0,4.0,16,0,TAHA12
56,1.0,CS-,3,22.0,3.0,5.0,16,0,TAHA12
57,1.0,CS+,3,23.0,8.0,5.0,16,0,TAHA12
60,1.0,CS+,3,26.0,8.0,6.0,16,0,TAHA12
61,,CS-,3,27.0,3.0,6.0,16,0,TAHA12
64,1.0,CS-,3,30.0,3.0,7.0,16,0,TAHA12
65,1.0,CS+,3,31.0,8.0,7.0,16,0,TAHA12
8,1.0,CS-,1,2.0,0.0,0.0,23,0,TETE04
9,3.0,CS+,1,3.0,6.0,0.0,23,0,TETE04
12,4.0,CS+,1,6.0,6.0,1.0,23,0,TETE04
13,2.0,CS-,1,7.0,0.0,1.0,23,0,TETE04
16,1.0,CS-,1,10.0,0.0,2.0,23,0,TETE04
17,7.0,CS+,1,11.0,6.0,2.0,23,0,TETE04
20,8.0,CS+,1,14.0,6.0,3.0,23,0,TETE04
21,1.0,CS-,1,15.0,0.0,3.0,23,0,TETE04
28,8.0,GS1,2,6.0,0.0,0.0,23,0,TETE04
29,2.0,GS4,2,7.0,0.0,0.0,23,0,TETE04
30,1.0,GS2,2,8.0,0.0,0.0,23,0,TETE04
31,11.0,CS+,2,9.0,6.0,0.0,23,0,TETE04
32,2.0,GS3,2,10.0,0.0,0.0,23,0,TETE04
33,1.0,CS-,2,11.0,0.0,0.0,23,0,TETE04
36,1.0,CS-,3,2.0,0.0,0.0,23,0,TETE04
37,7.0,CS+,3,3.0,6.0,0.0,23,0,TETE04
40,1.0,CS-,3,6.0,0.0,1.0,23,0,TETE04
41,10.0,CS+,3,7.0,6.0,1.0,23,0,TETE04
44,1.0,CS-,3,10.0,0.0,2.0,23,0,TETE04
45,1.0,CS+,3,11.0,6.0,2.0,23,0,TETE04
48,1.0,CS-,3,14.0,0.0,3.0,23,0,TETE04
49,1.0,CS+,3,15.0,6.0,3.0,23,0,TETE04
52,1.0,CS-,3,18.0,0.0,4.0,23,0,TETE04
53,,CS+,3,19.0,6.0,4.0,23,0,TETE04
56,1.0,CS-,3,22.0,0.0,5.0,23,0,TETE04
57,1.0,CS+,3,23.0,6.0,5.0,23,0,TETE04
60,1.0,CS-,3,26.0,0.0,6.0,23,0,TETE04
61,1.0,CS+,3,27.0,6.0,6.0,23,0,TETE04
64,1.0,CS-,3,30.0,0.0,7.0,23,0,TETE04
65,1.0,CS+,3,31.0,6.0,7.0,23,0,TETE04
6,3.0,CS+,1,0.0,1.0,0.0,16,0,THTO03
8,5.0,CS-,1,2.0,1.0,0.0,16,0,THTO03
9,5.0,CS+,1,3.0,1.0,1.0,16,0,THTO03
12,8.0,CS-,1,6.0,1.0,1.0,16,0,THTO03
14,8.0,CS+,1,8.0,1.0,2.0,16,0,THTO03
16,8.0,CS-,1,10.0,1.0,2.0,16,0,THTO03
17,8.0,CS+,1,11.0,1.0,3.0,16,0,THTO03
20,8.0,CS-,1,14.0,1.0,3.0,16,0,THTO03
22,8.0,GS3,2,0.0,0.0,0.0,16,0,THTO03
23,5.0,CS-,2,1.0,1.0,0.0,16,0,THTO03
24,9.0,GS1,2,2.0,0.0,0.0,16,0,THTO03
25,3.0,GS4,2,3.0,0.0,0.0,16,0,THTO03
26,10.0,CS+,2,4.0,1.0,0.0,16,0,THTO03
27,9.0,GS2,2,5.0,0.0,0.0,16,0,THTO03
34,11.0,CS+,3,0.0,1.0,0.0,16,0,THTO03
36,4.0,CS-,3,2.0,1.0,0.0,16,0,THTO03
38,10.0,CS+,3,4.0,1.0,1.0,16,0,THTO03
39,4.0,CS-,3,5.0,1.0,1.0,16,0,THTO03
42,11.0,CS+,3,8.0,1.0,2.0,16,0,THTO03
44,5.0,CS-,3,10.0,1.0,2.0,16,0,THTO03
46,11.0,CS+,3,12.0,1.0,3.0,16,0,THTO03
47,4.0,CS-,3,13.0,1.0,3.0,16,0,THTO03
50,10.0,CS+,3,16.0,1.0,4.0,16,0,THTO03
52,6.0,CS-,3,18.0,1.0,4.0,16,0,THTO03
54,10.0,CS+,3,20.0,1.0,5.0,16,0,THTO03
55,5.0,CS-,3,21.0,1.0,5.0,16,0,THTO03
58,9.0,CS+,3,24.0,1.0,6.0,16,0,THTO03
60,5.0,CS-,3,26.0,1.0,6.0,16,0,THTO03
62,7.0,CS+,3,28.0,1.0,7.0,16,0,THTO03
63,5.0,CS-,3,29.0,1.0,7.0,16,0,THTO03
6,,CS+,1,0.0,2.0,0.0,16,0,TRME19
8,2.0,CS-,1,2.0,1.0,0.0,16,0,TRME19
9,2.0,CS+,1,3.0,2.0,1.0,16,0,TRME19
12,2.0,CS-,1,6.0,1.0,1.0,16,0,TRME19
14,5.0,CS+,1,8.0,2.0,2.0,16,0,TRME19
16,2.0,CS-,1,10.0,1.0,2.0,16,0,TRME19
17,6.0,CS+,1,11.0,2.0,3.0,16,0,TRME19
20,1.0,CS-,1,14.0,1.0,3.0,16,0,TRME19
22,1.0,GS3,2,0.0,0.0,0.0,16,0,TRME19
23,2.0,CS-,2,1.0,1.0,0.0,16,0,TRME19
24,3.0,GS1,2,2.0,0.0,0.0,16,0,TRME19
25,2.0,GS4,2,3.0,0.0,0.0,16,0,TRME19
26,5.0,CS+,2,4.0,2.0,0.0,16,0,TRME19
27,2.0,GS2,2,5.0,0.0,0.0,16,0,TRME19
34,6.0,CS+,3,0.0,2.0,0.0,16,0,TRME19
36,3.0,CS-,3,2.0,1.0,0.0,16,0,TRME19
38,6.0,CS+,3,4.0,2.0,1.0,16,0,TRME19
39,2.0,CS-,3,5.0,1.0,1.0,16,0,TRME19
42,5.0,CS+,3,8.0,2.0,2.0,16,0,TRME19
44,3.0,CS-,3,10.0,1.0,2.0,16,0,TRME19
46,4.0,CS+,3,12.0,2.0,3.0,16,0,TRME19
47,2.0,CS-,3,13.0,1.0,3.0,16,0,TRME19
50,3.0,CS+,3,16.0,2.0,4.0,16,0,TRME19
52,3.0,CS-,3,18.0,1.0,4.0,16,0,TRME19
54,3.0,CS+,3,20.0,2.0,5.0,16,0,TRME19
55,3.0,CS-,3,21.0,1.0,5.0,16,0,TRME19
58,4.0,CS+,3,24.0,2.0,6.0,16,0,TRME19
60,3.0,CS-,3,26.0,1.0,6.0,16,0,TRME19
62,4.0,CS+,3,28.0,2.0,7.0,16,0,TRME19
63,3.0,CS-,3,29.0,1.0,7.0,16,0,TRME19
8,3.0,CS-,1,2.0,3.0,0.0,31,1,ULEN10
9,1.0,CS+,1,3.0,,0.0,31,1,ULEN10
12,2.0,CS+,1,6.0,,1.0,31,1,ULEN10
13,4.0,CS-,1,7.0,3.0,1.0,31,1,ULEN10
16,4.0,CS-,1,10.0,3.0,2.0,31,1,ULEN10
17,4.0,CS+,1,11.0,,2.0,31,1,ULEN10
20,3.0,CS+,1,14.0,,3.0,31,1,ULEN10
21,3.0,CS-,1,15.0,3.0,3.0,31,1,ULEN10
28,4.0,GS1,2,6.0,0.0,0.0,31,1,ULEN10
29,3.0,GS4,2,7.0,0.0,0.0,31,1,ULEN10
30,3.0,GS2,2,8.0,0.0,0.0,31,1,ULEN10
31,10.0,CS+,2,9.0,,0.0,31,1,ULEN10
32,1.0,GS3,2,10.0,0.0,0.0,31,1,ULEN10
33,7.0,CS-,2,11.0,3.0,0.0,31,1,ULEN10
36,5.0,CS-,3,2.0,3.0,0.0,31,1,ULEN10
37,11.0,CS+,3,3.0,,0.0,31,1,ULEN10
40,7.0,CS-,3,6.0,3.0,1.0,31,1,ULEN10
41,10.0,CS+,3,7.0,,1.0,31,1,ULEN10
44,7.0,CS-,3,10.0,3.0,2.0,31,1,ULEN10
45,8.0,CS+,3,11.0,,2.0,31,1,ULEN10
48,8.0,CS-,3,14.0,3.0,3.0,31,1,ULEN10
49,,CS+,3,15.0,,3.0,31,1,ULEN10
52,2.0,CS-,3,18.0,3.0,4.0,31,1,ULEN10
53,2.0,CS+,3,19.0,,4.0,31,1,ULEN10
56,2.0,CS-,3,22.0,3.0,5.0,31,1,ULEN10
57,4.0,CS+,3,23.0,,5.0,31,1,ULEN10
60,2.0,CS-,3,26.0,3.0,6.0,31,1,ULEN10
61,2.0,CS+,3,27.0,,6.0,31,1,ULEN10
64,2.0,CS-,3,30.0,3.0,7.0,31,1,ULEN10
65,,CS+,3,31.0,,7.0,31,1,ULEN10
8,,CS-,1,2.0,,0.0,17,0,VATO12
9,6.0,CS+,1,3.0,0.0,0.0,17,0,VATO12
12,4.0,CS+,1,6.0,0.0,1.0,17,0,VATO12
13,2.0,CS-,1,7.0,,1.0,17,0,VATO12
16,4.0,CS-,1,10.0,,2.0,17,0,VATO12
17,10.0,CS+,1,11.0,0.0,2.0,17,0,VATO12
20,3.0,CS+,1,14.0,0.0,3.0,17,0,VATO12
21,6.0,CS-,1,15.0,,3.0,17,0,VATO12
28,6.0,GS1,2,6.0,0.0,0.0,17,0,VATO12
29,3.0,GS4,2,7.0,0.0,0.0,17,0,VATO12
30,1.0,GS2,2,8.0,0.0,0.0,17,0,VATO12
31,11.0,CS+,2,9.0,0.0,0.0,17,0,VATO12
32,7.0,GS3,2,10.0,0.0,0.0,17,0,VATO12
33,1.0,CS-,2,11.0,,0.0,17,0,VATO12
36,1.0,CS-,3,2.0,,0.0,17,0,VATO12
37,10.0,CS+,3,3.0,0.0,0.0,17,0,VATO12
40,1.0,CS-,3,6.0,,1.0,17,0,VATO12
41,10.0,CS+,3,7.0,0.0,1.0,17,0,VATO12
44,1.0,CS-,3,10.0,,2.0,17,0,VATO12
45,10.0,CS+,3,11.0,0.0,2.0,17,0,VATO12
48,1.0,CS-,3,14.0,,3.0,17,0,VATO12
49,9.0,CS+,3,15.0,0.0,3.0,17,0,VATO12
52,1.0,CS-,3,18.0,,4.0,17,0,VATO12
53,6.0,CS+,3,19.0,0.0,4.0,17,0,VATO12
56,1.0,CS-,3,22.0,,5.0,17,0,VATO12
57,1.0,CS+,3,23.0,0.0,5.0,17,0,VATO12
60,1.0,CS-,3,26.0,,6.0,17,0,VATO12
61,1.0,CS+,3,27.0,0.0,6.0,17,0,VATO12
64,1.0,CS-,3,30.0,,7.0,17,0,VATO12
65,1.0,CS+,3,31.0,0.0,7.0,17,0,VATO12
8,5.0,CS-,1,2.0,8.0,0.0,50,1,WANE30
9,9.0,CS+,1,3.0,8.0,0.0,50,1,WANE30
12,5.0,CS+,1,6.0,8.0,1.0,50,1,WANE30
13,3.0,CS-,1,7.0,8.0,1.0,50,1,WANE30
16,3.0,CS-,1,10.0,8.0,2.0,50,1,WANE30
17,8.0,CS+,1,11.0,8.0,2.0,50,1,WANE30
20,9.0,CS+,1,14.0,8.0,3.0,50,1,WANE30
21,3.0,CS-,1,15.0,8.0,3.0,50,1,WANE30
28,7.0,GS1,2,6.0,0.0,0.0,50,1,WANE30
29,3.0,GS4,2,7.0,0.0,0.0,50,1,WANE30
30,2.0,GS2,2,8.0,0.0,0.0,50,1,WANE30
31,10.0,CS+,2,9.0,8.0,0.0,50,1,WANE30
32,3.0,GS3,2,10.0,0.0,0.0,50,1,WANE30
33,3.0,CS-,2,11.0,8.0,0.0,50,1,WANE30
36,3.0,CS-,3,2.0,8.0,0.0,50,1,WANE30
37,8.0,CS+,3,3.0,8.0,0.0,50,1,WANE30
40,3.0,CS-,3,6.0,8.0,1.0,50,1,WANE30
41,8.0,CS+,3,7.0,8.0,1.0,50,1,WANE30
44,3.0,CS-,3,10.0,8.0,2.0,50,1,WANE30
45,8.0,CS+,3,11.0,8.0,2.0,50,1,WANE30
48,3.0,CS-,3,14.0,8.0,3.0,50,1,WANE30
49,9.0,CS+,3,15.0,8.0,3.0,50,1,WANE30
52,3.0,CS-,3,18.0,8.0,4.0,50,1,WANE30
53,9.0,CS+,3,19.0,8.0,4.0,50,1,WANE30
56,3.0,CS-,3,22.0,8.0,5.0,50,1,WANE30
57,8.0,CS+,3,23.0,8.0,5.0,50,1,WANE30
60,2.0,CS-,3,26.0,8.0,6.0,50,1,WANE30
61,9.0,CS+,3,27.0,8.0,6.0,50,1,WANE30
64,2.0,CS-,3,30.0,8.0,7.0,50,1,WANE30
65,8.0,CS+,3,31.0,8.0,7.0,50,1,WANE30
6,,CS+,1,0.0,0.0,0.0,50,1,WAST30
8,10.0,CS-,1,2.0,10.0,0.0,50,1,WAST30
9,2.0,CS+,1,3.0,0.0,1.0,50,1,WAST30
12,10.0,CS-,1,6.0,10.0,1.0,50,1,WAST30
14,2.0,CS+,1,8.0,0.0,2.0,50,1,WAST30
16,10.0,CS-,1,10.0,10.0,2.0,50,1,WAST30
17,2.0,CS+,1,11.0,0.0,3.0,50,1,WAST30
20,10.0,CS-,1,14.0,10.0,3.0,50,1,WAST30
22,6.0,GS3,2,0.0,0.0,0.0,50,1,WAST30
23,10.0,CS-,2,1.0,10.0,0.0,50,1,WAST30
24,,GS1,2,2.0,0.0,0.0,50,1,WAST30
25,10.0,GS4,2,3.0,0.0,0.0,50,1,WAST30
26,2.0,CS+,2,4.0,0.0,0.0,50,1,WAST30
27,4.0,GS2,2,5.0,0.0,0.0,50,1,WAST30
34,2.0,CS+,3,0.0,0.0,0.0,50,1,WAST30
36,10.0,CS-,3,2.0,10.0,0.0,50,1,WAST30
38,2.0,CS+,3,4.0,0.0,1.0,50,1,WAST30
39,,CS-,3,5.0,10.0,1.0,50,1,WAST30
42,2.0,CS+,3,8.0,0.0,2.0,50,1,WAST30
44,10.0,CS-,3,10.0,10.0,2.0,50,1,WAST30
46,2.0,CS+,3,12.0,0.0,3.0,50,1,WAST30
47,10.0,CS-,3,13.0,10.0,3.0,50,1,WAST30
50,2.0,CS+,3,16.0,0.0,4.0,50,1,WAST30
52,10.0,CS-,3,18.0,10.0,4.0,50,1,WAST30
54,2.0,CS+,3,20.0,0.0,5.0,50,1,WAST30
55,10.0,CS-,3,21.0,10.0,5.0,50,1,WAST30
58,2.0,CS+,3,24.0,0.0,6.0,50,1,WAST30
60,9.0,CS-,3,26.0,10.0,6.0,50,1,WAST30
62,2.0,CS+,3,28.0,0.0,7.0,50,1,WAST30
63,9.0,CS-,3,29.0,10.0,7.0,50,1,WAST30
8,1.0,CS-,1,2.0,0.0,0.0,15,0,XUSA07
9,11.0,CS+,1,3.0,0.0,0.0,15,0,XUSA07
12,11.0,CS+,1,6.0,0.0,1.0,15,0,XUSA07
13,11.0,CS-,1,7.0,0.0,1.0,15,0,XUSA07
16,11.0,CS-,1,10.0,0.0,2.0,15,0,XUSA07
17,11.0,CS+,1,11.0,0.0,2.0,15,0,XUSA07
20,11.0,CS+,1,14.0,0.0,3.0,15,0,XUSA07
21,11.0,CS-,1,15.0,0.0,3.0,15,0,XUSA07
22,11.0,GS4,2,0.0,0.0,0.0,15,0,XUSA07
23,11.0,GS1,2,1.0,0.0,0.0,15,0,XUSA07
24,11.0,GS3,2,2.0,0.0,0.0,15,0,XUSA07
25,11.0,CS-,2,3.0,0.0,0.0,15,0,XUSA07
26,11.0,CS+,2,4.0,0.0,0.0,15,0,XUSA07
27,11.0,GS2,2,5.0,0.0,0.0,15,0,XUSA07
36,11.0,CS+,3,2.0,0.0,0.0,15,0,XUSA07
37,11.0,CS-,3,3.0,0.0,0.0,15,0,XUSA07
40,11.0,CS-,3,6.0,0.0,1.0,15,0,XUSA07
41,11.0,CS+,3,7.0,0.0,1.0,15,0,XUSA07
44,11.0,CS+,3,10.0,0.0,2.0,15,0,XUSA07
45,11.0,CS-,3,11.0,0.0,2.0,15,0,XUSA07
48,11.0,CS-,3,14.0,0.0,3.0,15,0,XUSA07
49,11.0,CS+,3,15.0,0.0,3.0,15,0,XUSA07
52,,CS+,3,18.0,0.0,4.0,15,0,XUSA07
53,,CS-,3,19.0,0.0,4.0,15,0,XUSA07
56,,CS-,3,22.0,0.0,5.0,15,0,XUSA07
57,,CS+,3,23.0,0.0,5.0,15,0,XUSA07
60,,CS+,3,26.0,0.0,6.0,15,0,XUSA07
61,,CS-,3,27.0,0.0,6.0,15,0,XUSA07
64,,CS-,3,30.0,0.0,7.0,15,0,XUSA07
65,,CS+,3,31.0,0.0,7.0,15,0,XUSA07
8,8.0,CS-,1,2.0,9.0,0.0,18,0,ZODE30
9,11.0,CS+,1,3.0,10.0,0.0,18,0,ZODE30
12,11.0,CS+,1,6.0,10.0,1.0,18,0,ZODE30
13,8.0,CS-,1,7.0,9.0,1.0,18,0,ZODE30
16,9.0,CS-,1,10.0,9.0,2.0,18,0,ZODE30
17,11.0,CS+,1,11.0,10.0,2.0,18,0,ZODE30
20,11.0,CS+,1,14.0,10.0,3.0,18,0,ZODE30
21,2.0,CS-,1,15.0,9.0,3.0,18,0,ZODE30
28,10.0,GS1,2,6.0,0.0,0.0,18,0,ZODE30
29,2.0,GS4,2,7.0,0.0,0.0,18,0,ZODE30
30,1.0,GS2,2,8.0,0.0,0.0,18,0,ZODE30
31,11.0,CS+,2,9.0,10.0,0.0,18,0,ZODE30
32,7.0,GS3,2,10.0,0.0,0.0,18,0,ZODE30
33,1.0,CS-,2,11.0,9.0,0.0,18,0,ZODE30
36,1.0,CS-,3,2.0,9.0,0.0,18,0,ZODE30
37,11.0,CS+,3,3.0,10.0,0.0,18,0,ZODE30
40,1.0,CS-,3,6.0,9.0,1.0,18,0,ZODE30
41,11.0,CS+,3,7.0,10.0,1.0,18,0,ZODE30
44,1.0,CS-,3,10.0,9.0,2.0,18,0,ZODE30
45,2.0,CS+,3,11.0,10.0,2.0,18,0,ZODE30
48,2.0,CS-,3,14.0,9.0,3.0,18,0,ZODE30
49,1.0,CS+,3,15.0,10.0,3.0,18,0,ZODE30
52,1.0,CS-,3,18.0,9.0,4.0,18,0,ZODE30
53,1.0,CS+,3,19.0,10.0,4.0,18,0,ZODE30
56,2.0,CS-,3,22.0,9.0,5.0,18,0,ZODE30
