,response,CStype,phase,trialN,priorBelief,trialN2,Age,Group,pID
62,1.0,CS-,3,28.0,0.0,7.0,18,0,MISO09
63,1.0,CS+,3,29.0,0.0,7.0,18,0,MISO09
6,2.0,CS-,1,0.0,1.0,0.0,36,0,NASE26
7,1.0,CS+,1,1.0,0.0,0.0,36,0,NASE26
10,1.0,CS-,1,4.0,1.0,1.0,36,0,NASE26
11,11.0,CS+,1,5.0,0.0,1.0,36,0,NASE26
14,1.0,CS-,1,8.0,1.0,2.0,36,0,NASE26
15,11.0,CS+,1,9.0,0.0,2.0,36,0,NASE26
18,1.0,CS-,1,12.0,1.0,3.0,36,0,NASE26
19,11.0,CS+,1,13.0,0.0,3.0,36,0,NASE26
22,6.0,GS1,2,0.0,0.0,0.0,36,0,NASE26
23,2.0,GS4,2,1.0,0.0,0.0,36,0,NASE26
24,1.0,GS2,2,2.0,0.0,0.0,36,0,NASE26
25,1.0,CS-,2,3.0,1.0,0.0,36,0,NASE26
26,1.0,GS3,2,4.0,0.0,0.0,36,0,NASE26
27,11.0,CS+,2,5.0,0.0,0.0,36,0,NASE26
34,11.0,CS+,3,0.0,0.0,0.0,36,0,NASE26
35,1.0,CS-,3,1.0,1.0,0.0,36,0,NASE26
38,1.0,CS-,3,4.0,1.0,1.0,36,0,NASE26
39,11.0,CS+,3,5.0,0.0,1.0,36,0,NASE26
42,3.0,CS+,3,8.0,0.0,2.0,36,0,NASE26
43,1.0,CS-,3,9.0,1.0,2.0,36,0,NASE26
46,1.0,CS-,3,12.0,1.0,3.0,36,0,NASE26
47,1.0,CS+,3,13.0,0.0,3.0,36,0,NASE26
50,1.0,CS+,3,16.0,0.0,4.0,36,0,NASE26
51,1.0,CS-,3,17.0,1.0,4.0,36,0,NASE26
54,1.0,CS-,3,20.0,1.0,5.0,36,0,NASE26
55,1.0,CS+,3,21.0,0.0,5.0,36,0,NASE26
58,1.0,CS+,3,24.0,0.0,6.0,36,0,NASE26
59,1.0,CS-,3,25.0,1.0,6.0,36,0,NASE26
62,1.0,CS-,3,28.0,1.0,7.0,36,0,NASE26
63,1.0,CS+,3,29.0,0.0,7.0,36,0,NASE26
6,3.0,CS+,1,0.0,1.0,0.0,34,1,NHLE01
7,4.0,CS-,1,1.0,5.0,0.0,34,1,NHLE01
10,4.0,CS+,1,4.0,1.0,1.0,34,1,NHLE01
11,3.0,CS-,1,5.0,5.0,1.0,34,1,NHLE01
14,8.0,CS+,1,8.0,1.0,2.0,34,1,NHLE01
15,7.0,CS-,1,9.0,5.0,2.0,34,1,NHLE01
18,8.0,CS+,1,12.0,1.0,3.0,34,1,NHLE01
19,2.0,CS-,1,13.0,5.0,3.0,34,1,NHLE01
28,5.0,GS1,2,6.0,0.0,0.0,34,1,NHLE01
29,7.0,GS4,2,7.0,0.0,0.0,34,1,NHLE01
30,7.0,GS2,2,8.0,0.0,0.0,34,1,NHLE01
31,5.0,CS+,2,9.0,1.0,0.0,34,1,NHLE01
32,10.0,GS3,2,10.0,0.0,0.0,34,1,NHLE01
33,7.0,CS-,2,11.0,5.0,0.0,34,1,NHLE01
34,8.0,CS+,3,0.0,1.0,0.0,34,1,NHLE01
35,4.0,CS-,3,1.0,5.0,0.0,34,1,NHLE01
38,,CS-,3,4.0,5.0,1.0,34,1,NHLE01
39,,CS+,3,5.0,1.0,1.0,34,1,NHLE01
42,7.0,CS+,3,8.0,1.0,2.0,34,1,NHLE01
43,4.0,CS-,3,9.0,5.0,2.0,34,1,NHLE01
46,4.0,CS-,3,12.0,5.0,3.0,34,1,NHLE01
47,8.0,CS+,3,13.0,1.0,3.0,34,1,NHLE01
6,5.0,CS+,1,0.0,3.0,0.0,17,1,NITH23
7,9.0,CS-,1,1.0,6.0,0.0,17,1,NITH23
10,11.0,CS+,1,4.0,3.0,1.0,17,1,NITH23
11,4.0,CS-,1,5.0,6.0,1.0,17,1,NITH23
14,11.0,CS+,1,8.0,3.0,2.0,17,1,NITH23
15,2.0,CS-,1,9.0,6.0,2.0,17,1,NITH23
18,11.0,CS+,1,12.0,3.0,3.0,17,1,NITH23
19,2.0,CS-,1,13.0,6.0,3.0,17,1,NITH23
28,10.0,GS1,2,6.0,0.0,0.0,17,1,NITH23
29,4.0,GS4,2,7.0,0.0,0.0,17,1,NITH23
30,5.0,GS2,2,8.0,0.0,0.0,17,1,NITH23
31,11.0,CS+,2,9.0,3.0,0.0,17,1,NITH23
32,3.0,GS3,2,10.0,0.0,0.0,17,1,NITH23
33,4.0,CS-,2,11.0,6.0,0.0,17,1,NITH23
34,11.0,CS+,3,0.0,3.0,0.0,17,1,NITH23
35,5.0,CS-,3,1.0,6.0,0.0,17,1,NITH23
38,2.0,CS-,3,4.0,6.0,1.0,17,1,NITH23
39,11.0,CS+,3,5.0,3.0,1.0,17,1,NITH23
42,11.0,CS+,3,8.0,3.0,2.0,17,1,NITH23
43,4.0,CS-,3,9.0,6.0,2.0,17,1,NITH23
46,2.0,CS-,3,12.0,6.0,3.0,17,1,NITH23
47,9.0,CS+,3,13.0,3.0,3.0,17,1,NITH23
50,7.0,CS+,3,16.0,3.0,4.0,17,1,NITH23
51,4.0,CS-,3,17.0,6.0,4.0,17,1,NITH23
54,4.0,CS-,3,20.0,6.0,5.0,17,1,NITH23
55,6.0,CS+,3,21.0,3.0,5.0,17,1,NITH23
58,6.0,CS+,3,24.0,3.0,6.0,17,1,NITH23
59,3.0,CS-,3,25.0,6.0,6.0,17,1,NITH23
62,2.0,CS-,3,28.0,6.0,7.0,17,1,NITH23
63,4.0,CS+,3,29.0,3.0,7.0,17,1,NITH23
6,2.0,CS+,1,0.0,9.0,0.0,18,0,PAST12
7,5.0,CS-,1,1.0,,0.0,18,0,PAST12
10,11.0,CS+,1,4.0,9.0,1.0,18,0,PAST12
11,3.0,CS-,1,5.0,,1.0,18,0,PAST12
14,11.0,CS+,1,8.0,9.0,2.0,18,0,PAST12
15,1.0,CS-,1,9.0,,2.0,18,0,PAST12
18,11.0,CS+,1,12.0,9.0,3.0,18,0,PAST12
19,1.0,CS-,1,13.0,,3.0,18,0,PAST12
28,11.0,GS1,2,6.0,0.0,0.0,18,0,PAST12
29,1.0,GS4,2,7.0,0.0,0.0,18,0,PAST12
30,3.0,GS2,2,8.0,0.0,0.0,18,0,PAST12
31,8.0,CS+,2,9.0,9.0,0.0,18,0,PAST12
32,1.0,GS3,2,10.0,0.0,0.0,18,0,PAST12
33,1.0,CS-,2,11.0,,0.0,18,0,PAST12
34,9.0,CS+,3,0.0,9.0,0.0,18,0,PAST12
35,3.0,CS-,3,1.0,,0.0,18,0,PAST12
38,1.0,CS-,3,4.0,,1.0,18,0,PAST12
39,8.0,CS+,3,5.0,9.0,1.0,18,0,PAST12
42,6.0,CS+,3,8.0,9.0,2.0,18,0,PAST12
43,1.0,CS-,3,9.0,,2.0,18,0,PAST12
46,1.0,CS-,3,12.0,,3.0,18,0,PAST12
47,4.0,CS+,3,13.0,9.0,3.0,18,0,PAST12
50,3.0,CS+,3,16.0,9.0,4.0,18,0,PAST12
51,2.0,CS-,3,17.0,,4.0,18,0,PAST12
54,2.0,CS-,3,20.0,,5.0,18,0,PAST12
55,5.0,CS+,3,21.0,9.0,5.0,18,0,PAST12
58,6.0,CS+,3,24.0,9.0,6.0,18,0,PAST12
59,2.0,CS-,3,25.0,,6.0,18,0,PAST12
62,1.0,CS-,3,28.0,,7.0,18,0,PAST12
63,5.0,CS+,3,29.0,9.0,7.0,18,0,PAST12
8,,CS+,1,2.0,2.0,0.0,27,0,PEMO01
9,2.0,CS-,1,3.0,4.0,0.0,27,0,PEMO01
12,5.0,CS-,1,6.0,4.0,1.0,27,0,PEMO01
13,3.0,CS+,1,7.0,2.0,1.0,27,0,PEMO01
16,10.0,CS+,1,10.0,2.0,2.0,27,0,PEMO01
17,2.0,CS-,1,11.0,4.0,2.0,27,0,PEMO01
20,,CS-,1,14.0,4.0,3.0,27,0,PEMO01
21,2.0,CS+,1,15.0,2.0,3.0,27,0,PEMO01
22,2.0,CS+,2,0.0,2.0,0.0,27,0,PEMO01
23,2.0,GS3,2,1.0,0.0,0.0,27,0,PEMO01
24,2.0,CS-,2,2.0,4.0,0.0,27,0,PEMO01
25,2.0,GS4,2,3.0,0.0,0.0,27,0,PEMO01
26,2.0,GS2,2,4.0,0.0,0.0,27,0,PEMO01
27,4.0,GS1,2,5.0,0.0,0.0,27,0,PEMO01
36,3.0,CS+,3,2.0,2.0,0.0,27,0,PEMO01
37,3.0,CS-,3,3.0,4.0,0.0,27,0,PEMO01
40,2.0,CS-,3,6.0,4.0,1.0,27,0,PEMO01
41,2.0,CS+,3,7.0,2.0,1.0,27,0,PEMO01
44,2.0,CS+,3,10.0,2.0,2.0,27,0,PEMO01
45,4.0,CS-,3,11.0,4.0,2.0,27,0,PEMO01
48,3.0,CS-,3,14.0,4.0,3.0,27,0,PEMO01
49,3.0,CS+,3,15.0,2.0,3.0,27,0,PEMO01
52,2.0,CS+,3,18.0,2.0,4.0,27,0,PEMO01
53,3.0,CS-,3,19.0,4.0,4.0,27,0,PEMO01
56,2.0,CS-,3,22.0,4.0,5.0,27,0,PEMO01
57,3.0,CS+,3,23.0,2.0,5.0,27,0,PEMO01
60,2.0,CS+,3,26.0,2.0,6.0,27,0,PEMO01
61,2.0,CS-,3,27.0,4.0,6.0,27,0,PEMO01
64,2.0,CS-,3,30.0,4.0,7.0,27,0,PEMO01
65,3.0,CS+,3,31.0,2.0,7.0,27,0,PEMO01
8,,CS+,1,2.0,,0.0,21,1,RESA12
9,2.0,CS-,1,3.0,1.0,0.0,21,1,RESA12
12,8.0,CS-,1,6.0,1.0,1.0,21,1,RESA12
13,8.0,CS+,1,7.0,,1.0,21,1,RESA12
16,10.0,CS+,1,10.0,,2.0,21,1,RESA12
17,2.0,CS-,1,11.0,1.0,2.0,21,1,RESA12
20,4.0,CS-,1,14.0,1.0,3.0,21,1,RESA12
21,2.0,CS+,1,15.0,,3.0,21,1,RESA12
22,2.0,CS+,2,0.0,,0.0,21,1,RESA12
23,9.0,GS3,2,1.0,0.0,0.0,21,1,RESA12
24,2.0,CS-,2,2.0,1.0,0.0,21,1,RESA12
25,9.0,GS4,2,3.0,0.0,0.0,21,1,RESA12
26,2.0,GS2,2,4.0,0.0,0.0,21,1,RESA12
27,2.0,GS1,2,5.0,0.0,0.0,21,1,RESA12
36,2.0,CS+,3,2.0,,0.0,21,1,RESA12
37,3.0,CS-,3,3.0,1.0,0.0,21,1,RESA12
40,2.0,CS-,3,6.0,1.0,1.0,21,1,RESA12
41,2.0,CS+,3,7.0,,1.0,21,1,RESA12
44,2.0,CS+,3,10.0,,2.0,21,1,RESA12
45,2.0,CS-,3,11.0,1.0,2.0,21,1,RESA12
48,2.0,CS-,3,14.0,1.0,3.0,21,1,RESA12
49,2.0,CS+,3,15.0,,3.0,21,1,RESA12
52,2.0,CS+,3,18.0,,4.0,21,1,RESA12
53,2.0,CS-,3,19.0,1.0,4.0,21,1,RESA12
56,2.0,CS-,3,22.0,1.0,5.0,21,1,RESA12
57,2.0,CS+,3,23.0,,5.0,21,1,RESA12
60,2.0,CS+,3,26.0,,6.0,21,1,RESA12
61,2.0,CS-,3,27.0,1.0,6.0,21,1,RESA12
64,2.0,CS-,3,30.0,1.0,7.0,21,1,RESA12
65,2.0,CS+,3,31.0,,7.0,21,1,RESA12
7,8.0,CS+,1,1.0,0.0,0.0,51,1,RIMO14
10,8.0,CS-,1,4.0,6.0,0.0,51,1,RIMO14
11,9.0,CS+,1,5.0,0.0,1.0,51,1,RIMO14
13,4.0,CS-,1,7.0,6.0,1.0,51,1,RIMO14
15,8.0,CS+,1,9.0,0.0,2.0,51,1,RIMO14
18,9.0,CS-,1,12.0,6.0,2.0,51,1,RIMO14
19,9.0,CS+,1,13.0,0.0,3.0,51,1,RIMO14
21,,CS-,1,15.0,6.0,3.0,51,1,RIMO14
28,3.0,CS+,2,6.0,0.0,0.0,51,1,RIMO14
29,7.0,GS3,2,7.0,0.0,0.0,51,1,RIMO14
30,10.0,CS-,2,8.0,6.0,0.0,51,1,RIMO14
31,3.0,GS4,2,9.0,0.0,0.0,51,1,RIMO14
32,1.0,GS2,2,10.0,0.0,0.0,51,1,RIMO14
33,3.0,GS1,2,11.0,0.0,0.0,51,1,RIMO14
35,3.0,CS+,3,1.0,0.0,0.0,51,1,RIMO14
37,7.0,CS-,3,3.0,6.0,0.0,51,1,RIMO14
40,2.0,CS+,3,6.0,0.0,1.0,51,1,RIMO14
41,7.0,CS-,3,7.0,6.0,1.0,51,1,RIMO14
43,3.0,CS+,3,9.0,0.0,2.0,51,1,RIMO14
45,,CS-,3,11.0,6.0,2.0,51,1,RIMO14
48,2.0,CS+,3,14.0,0.0,3.0,51,1,RIMO14
49,8.0,CS-,3,15.0,6.0,3.0,51,1,RIMO14
51,3.0,CS+,3,17.0,0.0,4.0,51,1,RIMO14
53,5.0,CS-,3,19.0,6.0,4.0,51,1,RIMO14
56,1.0,CS+,3,22.0,0.0,5.0,51,1,RIMO14
57,4.0,CS-,3,23.0,6.0,5.0,51,1,RIMO14
59,1.0,CS+,3,25.0,0.0,6.0,51,1,RIMO14
61,5.0,CS-,3,27.0,6.0,6.0,51,1,RIMO14
64,1.0,CS+,3,30.0,0.0,7.0,51,1,RIMO14
65,6.0,CS-,3,31.0,6.0,7.0,51,1,RIMO14
6,2.0,CS+,1,0.0,1.0,0.0,27,1,SAMO16
7,1.0,CS-,1,1.0,0.0,0.0,27,1,SAMO16
10,6.0,CS+,1,4.0,1.0,1.0,27,1,SAMO16
11,1.0,CS-,1,5.0,0.0,1.0,27,1,SAMO16
14,11.0,CS+,1,8.0,1.0,2.0,27,1,SAMO16
15,1.0,CS-,1,9.0,0.0,2.0,27,1,SAMO16
18,6.0,CS+,1,12.0,1.0,3.0,27,1,SAMO16
19,1.0,CS-,1,13.0,0.0,3.0,27,1,SAMO16
28,6.0,GS1,2,6.0,0.0,0.0,27,1,SAMO16
29,6.0,GS4,2,7.0,0.0,0.0,27,1,SAMO16
30,5.0,GS2,2,8.0,0.0,0.0,27,1,SAMO16
31,10.0,CS+,2,9.0,1.0,0.0,27,1,SAMO16
32,8.0,GS3,2,10.0,0.0,0.0,27,1,SAMO16
33,1.0,CS-,2,11.0,0.0,0.0,27,1,SAMO16
34,9.0,CS+,3,0.0,1.0,0.0,27,1,SAMO16
35,1.0,CS-,3,1.0,0.0,0.0,27,1,SAMO16
38,1.0,CS-,3,4.0,0.0,1.0,27,1,SAMO16
39,11.0,CS+,3,5.0,1.0,1.0,27,1,SAMO16
42,11.0,CS+,3,8.0,1.0,2.0,27,1,SAMO16
43,2.0,CS-,3,9.0,0.0,2.0,27,1,SAMO16
46,1.0,CS-,3,12.0,0.0,3.0,27,1,SAMO16
47,11.0,CS+,3,13.0,1.0,3.0,27,1,SAMO16
50,11.0,CS+,3,16.0,1.0,4.0,27,1,SAMO16
51,1.0,CS-,3,17.0,0.0,4.0,27,1,SAMO16
54,1.0,CS-,3,20.0,0.0,5.0,27,1,SAMO16
55,10.0,CS+,3,21.0,1.0,5.0,27,1,SAMO16
58,10.0,CS+,3,24.0,1.0,6.0,27,1,SAMO16
59,1.0,CS-,3,25.0,0.0,6.0,27,1,SAMO16
62,,CS-,3,28.0,0.0,7.0,27,1,SAMO16
63,11.0,CS+,3,29.0,1.0,7.0,27,1,SAMO16
6,2.0,CS+,1,0.0,7.0,0.0,21,0,SISA12
7,6.0,CS-,1,1.0,6.0,0.0,21,0,SISA12
10,11.0,CS+,1,4.0,7.0,1.0,21,0,SISA12
11,4.0,CS-,1,5.0,6.0,1.0,21,0,SISA12
14,11.0,CS+,1,8.0,7.0,2.0,21,0,SISA12
15,1.0,CS-,1,9.0,6.0,2.0,21,0,SISA12
18,11.0,CS+,1,12.0,7.0,3.0,21,0,SISA12
19,1.0,CS-,1,13.0,6.0,3.0,21,0,SISA12
28,11.0,GS1,2,6.0,0.0,0.0,21,0,SISA12
29,1.0,GS4,2,7.0,0.0,0.0,21,0,SISA12
30,1.0,GS2,2,8.0,0.0,0.0,21,0,SISA12
31,9.0,CS+,2,9.0,7.0,0.0,21,0,SISA12
32,2.0,GS3,2,10.0,0.0,0.0,21,0,SISA12
33,1.0,CS-,2,11.0,6.0,0.0,21,0,SISA12
34,10.0,CS+,3,0.0,7.0,0.0,21,0,SISA12
35,2.0,CS-,3,1.0,6.0,0.0,21,0,SISA12
38,1.0,CS-,3,4.0,6.0,1.0,21,0,SISA12
39,6.0,CS+,3,5.0,7.0,1.0,21,0,SISA12
42,5.0,CS+,3,8.0,7.0,2.0,21,0,SISA12
43,1.0,CS-,3,9.0,6.0,2.0,21,0,SISA12
46,1.0,CS-,3,12.0,6.0,3.0,21,0,SISA12
47,2.0,CS+,3,13.0,7.0,3.0,21,0,SISA12
50,2.0,CS+,3,16.0,7.0,4.0,21,0,SISA12
51,1.0,CS-,3,17.0,6.0,4.0,21,0,SISA12
54,1.0,CS-,3,20.0,6.0,5.0,21,0,SISA12
55,1.0,CS+,3,21.0,7.0,5.0,21,0,SISA12
58,1.0,CS+,3,24.0,7.0,6.0,21,0,SISA12
59,1.0,CS-,3,25.0,6.0,6.0,21,0,SISA12
62,1.0,CS-,3,28.0,6.0,7.0,21,0,SISA12
63,1.0,CS+,3,29.0,7.0,7.0,21,0,SISA12
6,1.0,CS+,1,0.0,0.0,0.0,17,1,SISU01
7,9.0,CS-,1,1.0,8.0,0.0,17,1,SISU01
10,7.0,CS+,1,4.0,0.0,1.0,17,1,SISU01
11,3.0,CS-,1,5.0,8.0,1.0,17,1,SISU01
14,9.0,CS+,1,8.0,0.0,2.0,17,1,SISU01
15,1.0,CS-,1,9.0,8.0,2.0,17,1,SISU01
18,9.0,CS+,1,12.0,0.0,3.0,17,1,SISU01
19,1.0,CS-,1,13.0,8.0,3.0,17,1,SISU01
28,1.0,GS1,2,6.0,0.0,0.0,17,1,SISU01
29,1.0,GS4,2,7.0,0.0,0.0,17,1,SISU01
30,1.0,GS2,2,8.0,0.0,0.0,17,1,SISU01
31,11.0,CS+,2,9.0,0.0,0.0,17,1,SISU01
32,1.0,GS3,2,10.0,0.0,0.0,17,1,SISU01
33,1.0,CS-,2,11.0,8.0,0.0,17,1,SISU01
34,11.0,CS+,3,0.0,0.0,0.0,17,1,SISU01
35,1.0,CS-,3,1.0,8.0,0.0,17,1,SISU01
38,1.0,CS-,3,4.0,8.0,1.0,17,1,SISU01
39,11.0,CS+,3,5.0,0.0,1.0,17,1,SISU01
42,3.0,CS+,3,8.0,0.0,2.0,17,1,SISU01
43,1.0,CS-,3,9.0,8.0,2.0,17,1,SISU01
46,1.0,CS-,3,12.0,8.0,3.0,17,1,SISU01
47,1.0,CS+,3,13.0,0.0,3.0,17,1,SISU01
50,1.0,CS+,3,16.0,0.0,4.0,17,1,SISU01
51,1.0,CS-,3,17.0,8.0,4.0,17,1,SISU01
54,1.0,CS-,3,20.0,8.0,5.0,17,1,SISU01
55,1.0,CS+,3,21.0,0.0,5.0,17,1,SISU01
58,1.0,CS+,3,24.0,0.0,6.0,17,1,SISU01
59,1.0,CS-,3,25.0,8.0,6.0,17,1,SISU01
62,1.0,CS-,3,28.0,8.0,7.0,17,1,SISU01
63,1.0,CS+,3,29.0,0.0,7.0,17,1,SISU01
8,3.0,CS+,1,2.0,1.0,0.0,17,1,SOKA01
9,4.0,CS-,1,3.0,2.0,0.0,17,1,SOKA01
12,3.0,CS-,1,6.0,2.0,1.0,17,1,SOKA01
13,3.0,CS+,1,7.0,1.0,1.0,17,1,SOKA01
16,3.0,CS+,1,10.0,1.0,2.0,17,1,SOKA01
17,3.0,CS-,1,11.0,2.0,2.0,17,1,SOKA01
20,6.0,CS-,1,14.0,2.0,3.0,17,1,SOKA01
21,6.0,CS+,1,15.0,1.0,3.0,17,1,SOKA01
22,6.0,CS+,2,0.0,1.0,0.0,17,1,SOKA01
23,4.0,GS3,2,1.0,0.0,0.0,17,1,SOKA01
24,5.0,CS-,2,2.0,2.0,0.0,17,1,SOKA01
25,5.0,GS4,2,3.0,0.0,0.0,17,1,SOKA01
26,3.0,GS2,2,4.0,0.0,0.0,17,1,SOKA01
27,6.0,GS1,2,5.0,0.0,0.0,17,1,SOKA01
36,4.0,CS+,3,2.0,1.0,0.0,17,1,SOKA01
37,4.0,CS-,3,3.0,2.0,0.0,17,1,SOKA01
40,3.0,CS-,3,6.0,2.0,1.0,17,1,SOKA01
41,3.0,CS+,3,7.0,1.0,1.0,17,1,SOKA01
44,4.0,CS+,3,10.0,1.0,2.0,17,1,SOKA01
45,4.0,CS-,3,11.0,2.0,2.0,17,1,SOKA01
48,3.0,CS-,3,14.0,2.0,3.0,17,1,SOKA01
49,3.0,CS+,3,15.0,1.0,3.0,17,1,SOKA01
52,4.0,CS+,3,18.0,1.0,4.0,17,1,SOKA01
53,3.0,CS-,3,19.0,2.0,4.0,17,1,SOKA01
56,4.0,CS-,3,22.0,2.0,5.0,17,1,SOKA01
57,4.0,CS+,3,23.0,1.0,5.0,17,1,SOKA01
60,4.0,CS+,3,26.0,1.0,6.0,17,1,SOKA01
61,4.0,CS-,3,27.0,2.0,6.0,17,1,SOKA01
64,4.0,CS-,3,30.0,2.0,7.0,17,1,SOKA01
65,4.0,CS+,3,31.0,1.0,7.0,17,1,SOKA01
6,9.0,CS+,1,0.0,8.0,0.0,16,0,TAHA12
7,4.0,CS-,1,1.0,3.0,0.0,16,0,TAHA12
10,9.0,CS+,1,4.0,8.0,1.0,16,0,TAHA12
11,9.0,CS-,1,5.0,3.0,1.0,16,0,TAHA12
14,8.0,CS+,1,8.0,8.0,2.0,16,0,TAHA12
15,6.0,CS-,1,9.0,3.0,2.0,16,0,TAHA12
18,8.0,CS+,1,12.0,8.0,3.0,16,0,TAHA12
19,5.0,CS-,1,13.0,3.0,3.0,16,0,TAHA12
28,7.0,GS1,2,6.0,0.0,0.0,16,0,TAHA12
29,,GS4,2,7.0,0.0,0.0,16,0,TAHA12
30,5.0,GS2,2,8.0,0.0,0.0,16,0,TAHA12
31,5.0,CS+,2,9.0,8.0,0.0,16,0,TAHA12
32,5.0,GS3,2,10.0,0.0,0.0,16,0,TAHA12
33,4.0,CS-,2,11.0,3.0,0.0,16,0,TAHA12
34,5.0,CS+,3,0.0,8.0,0.0,16,0,TAHA12
35,4.0,CS-,3,1.0,3.0,0.0,16,0,TAHA12
38,4.0,CS-,3,4.0,3.0,1.0,16,0,TAHA12
39,4.0,CS+,3,5.0,8.0,1.0,16,0,TAHA12
42,3.0,CS+,3,8.0,8.0,2.0,16,0,TAHA12
43,3.0,CS-,3,9.0,3.0,2.0,16,0,TAHA12
46,2.0,CS-,3,12.0,3.0,3.0,16,0,TAHA12
47,2.0,CS+,3,13.0,8.0,3.0,16,0,TAHA12
50,2.0,CS+,3,16.0,8.0,4.0,16,0,TAHA12
51,1.0,CS-,3,17.0,3.0,4.0,16,0,TAHA12
54,1.0,CS-,3,20.0,3.0,5.0,16,0,TAHA12
55,1.0,CS+,3,21.0,8.0,5.0,16,0,TAHA12
58,1.0,CS+,3,24.0,8.0,6.0,16,0,TAHA12
59,1.0,CS-,3,25.0,3.0,6.0,16,0,TAHA12
62,1.0,CS-,3,28.0,3.0,7.0,16,0,TAHA12
63,1.0,CS+,3,29.0,8.0,7.0,16,0,TAHA12
6,1.0,CS-,1,0.0,0.0,0.0,23,0,TETE04
7,1.0,CS+,1,1.0,6.0,0.0,23,0,TETE04
10,1.0,CS-,1,4.0,0.0,1.0,23,0,TETE04
11,7.0,CS+,1,5.0,6.0,1.0,23,0,TETE04
14,,CS-,1,8.0,0.0,2.0,23,0,TETE04
15,9.0,CS+,1,9.0,6.0,2.0,23,0,TETE04
18,2.0,CS-,1,12.0,0.0,3.0,23,0,TETE04
19,10.0,CS+,1,13.0,6.0,3.0,23,0,TETE04
22,6.0,GS1,2,0.0,0.0,0.0,23,0,TETE04
23,2.0,GS4,2,1.0,0.0,0.0,23,0,TETE04
24,3.0,GS2,2,2.0,0.0,0.0,23,0,TETE04
25,1.0,CS-,2,3.0,0.0,0.0,23,0,TETE04
26,2.0,GS3,2,4.0,0.0,0.0,23,0,TETE04
27,11.0,CS+,2,5.0,6.0,0.0,23,0,TETE04
34,11.0,CS+,3,0.0,6.0,0.0,23,0,TETE04
35,1.0,CS-,3,1.0,0.0,0.0,23,0,TETE04
38,3.0,CS-,3,4.0,0.0,1.0,23,0,TETE04
39,1.0,CS+,3,5.0,6.0,1.0,23,0,TETE04
42,1.0,CS+,3,8.0,6.0,2.0,23,0,TETE04
43,1.0,CS-,3,9.0,0.0,2.0,23,0,TETE04
46,1.0,CS-,3,12.0,0.0,3.0,23,0,TETE04
47,1.0,CS+,3,13.0,6.0,3.0,23,0,TETE04
50,1.0,CS+,3,16.0,6.0,4.0,23,0,TETE04
51,1.0,CS-,3,17.0,0.0,4.0,23,0,TETE04
54,1.0,CS-,3,20.0,0.0,5.0,23,0,TETE04
55,1.0,CS+,3,21.0,6.0,5.0,23,0,TETE04
58,1.0,CS+,3,24.0,6.0,6.0,23,0,TETE04
59,1.0,CS-,3,25.0,0.0,6.0,23,0,TETE04
62,1.0,CS-,3,28.0,0.0,7.0,23,0,TETE04
63,1.0,CS+,3,29.0,6.0,7.0,23,0,TETE04
7,2.0,CS+,1,1.0,1.0,0.0,16,0,THTO03
10,4.0,CS-,1,4.0,1.0,0.0,16,0,THTO03
11,6.0,CS+,1,5.0,1.0,1.0,16,0,THTO03
13,8.0,CS-,1,7.0,1.0,1.0,16,0,THTO03
15,11.0,CS+,1,9.0,1.0,2.0,16,0,THTO03
18,2.0,CS-,1,12.0,1.0,2.0,16,0,THTO03
19,11.0,CS+,1,13.0,1.0,3.0,16,0,THTO03
21,1.0,CS-,1,15.0,1.0,3.0,16,0,THTO03
28,11.0,CS+,2,6.0,1.0,0.0,16,0,THTO03
29,7.0,GS3,2,7.0,0.0,0.0,16,0,THTO03
30,1.0,CS-,2,8.0,1.0,0.0,16,0,THTO03
31,1.0,GS4,2,9.0,0.0,0.0,16,0,THTO03
32,3.0,GS2,2,10.0,0.0,0.0,16,0,THTO03
33,11.0,GS1,2,11.0,0.0,0.0,16,0,THTO03
35,11.0,CS+,3,1.0,1.0,0.0,16,0,THTO03
37,1.0,CS-,3,3.0,1.0,0.0,16,0,THTO03
40,11.0,CS+,3,6.0,1.0,1.0,16,0,THTO03
41,1.0,CS-,3,7.0,1.0,1.0,16,0,THTO03
43,11.0,CS+,3,9.0,1.0,2.0,16,0,THTO03
45,1.0,CS-,3,11.0,1.0,2.0,16,0,THTO03
48,11.0,CS+,3,14.0,1.0,3.0,16,0,THTO03
49,1.0,CS-,3,15.0,1.0,3.0,16,0,THTO03
51,10.0,CS+,3,17.0,1.0,4.0,16,0,THTO03
53,1.0,CS-,3,19.0,1.0,4.0,16,0,THTO03
56,10.0,CS+,3,22.0,1.0,5.0,16,0,THTO03
57,2.0,CS-,3,23.0,1.0,5.0,16,0,THTO03
59,10.0,CS+,3,25.0,1.0,6.0,16,0,THTO03
61,2.0,CS-,3,27.0,1.0,6.0,16,0,THTO03
64,6.0,CS+,3,30.0,1.0,7.0,16,0,THTO03
65,2.0,CS-,3,31.0,1.0,7.0,16,0,THTO03
7,8.0,CS+,1,1.0,2.0,0.0,16,0,TRME19
10,2.0,CS-,1,4.0,1.0,0.0,16,0,TRME19
11,10.0,CS+,1,5.0,2.0,1.0,16,0,TRME19
13,2.0,CS-,1,7.0,1.0,1.0,16,0,TRME19
15,11.0,CS+,1,9.0,2.0,2.0,16,0,TRME19
18,1.0,CS-,1,12.0,1.0,2.0,16,0,TRME19
19,11.0,CS+,1,13.0,2.0,3.0,16,0,TRME19
