,response,CStype,phase,trialN,priorBelief,trialN2,Age,Group,pID
61,1.0,CS-,3,27.0,5.0,6.0,15,1,LI1101
64,1.0,CS-,3,30.0,5.0,7.0,15,1,LI1101
65,1.0,CS+,3,31.0,2.0,7.0,15,1,LI1101
6,9.0,CS+,1,0.0,0.0,0.0,12,0,LOAN34
7,9.0,CS-,1,1.0,0.0,0.0,12,0,LOAN34
10,8.0,CS+,1,4.0,0.0,1.0,12,0,LOAN34
11,8.0,CS-,1,5.0,0.0,1.0,12,0,LOAN34
14,7.0,CS+,1,8.0,0.0,2.0,12,0,LOAN34
15,5.0,CS-,1,9.0,0.0,2.0,12,0,LOAN34
18,7.0,CS+,1,12.0,0.0,3.0,12,0,LOAN34
19,3.0,CS-,1,13.0,0.0,3.0,12,0,LOAN34
28,4.0,GS1,2,6.0,0.0,0.0,12,0,LOAN34
29,1.0,GS4,2,7.0,0.0,0.0,12,0,LOAN34
30,,GS2,2,8.0,0.0,0.0,12,0,LOAN34
31,11.0,CS+,2,9.0,0.0,0.0,12,0,LOAN34
32,1.0,GS3,2,10.0,0.0,0.0,12,0,LOAN34
33,2.0,CS-,2,11.0,0.0,0.0,12,0,LOAN34
34,11.0,CS+,3,0.0,0.0,0.0,12,0,LOAN34
35,2.0,CS-,3,1.0,0.0,0.0,12,0,LOAN34
38,4.0,CS-,3,4.0,0.0,1.0,12,0,LOAN34
39,6.0,CS+,3,5.0,0.0,1.0,12,0,LOAN34
42,,CS+,3,8.0,0.0,2.0,12,0,LOAN34
43,4.0,CS-,3,9.0,0.0,2.0,12,0,LOAN34
46,2.0,CS-,3,12.0,0.0,3.0,12,0,LOAN34
47,9.0,CS+,3,13.0,0.0,3.0,12,0,LOAN34
50,5.0,CS+,3,16.0,0.0,4.0,12,0,LOAN34
51,2.0,CS-,3,17.0,0.0,4.0,12,0,LOAN34
54,2.0,CS-,3,20.0,0.0,5.0,12,0,LOAN34
55,3.0,CS+,3,21.0,0.0,5.0,12,0,LOAN34
58,3.0,CS+,3,24.0,0.0,6.0,12,0,LOAN34
59,2.0,CS-,3,25.0,0.0,6.0,12,0,LOAN34
62,1.0,CS-,3,28.0,0.0,7.0,12,0,LOAN34
63,1.0,CS+,3,29.0,0.0,7.0,12,0,LOAN34
7,9.0,CS+,1,1.0,0.0,0.0,16,0,LUFL09
10,3.0,CS-,1,4.0,0.0,0.0,16,0,LUFL09
11,11.0,CS+,1,5.0,0.0,1.0,16,0,LUFL09
13,2.0,CS-,1,7.0,0.0,1.0,16,0,LUFL09
15,11.0,CS+,1,9.0,0.0,2.0,16,0,LUFL09
18,1.0,CS-,1,12.0,0.0,2.0,16,0,LUFL09
19,11.0,CS+,1,13.0,0.0,3.0,16,0,LUFL09
21,1.0,CS-,1,15.0,0.0,3.0,16,0,LUFL09
28,11.0,CS+,2,6.0,0.0,0.0,16,0,LUFL09
29,7.0,GS3,2,7.0,0.0,0.0,16,0,LUFL09
30,1.0,CS-,2,8.0,0.0,0.0,16,0,LUFL09
31,3.0,GS4,2,9.0,0.0,0.0,16,0,LUFL09
32,7.0,GS2,2,10.0,0.0,0.0,16,0,LUFL09
33,8.0,GS1,2,11.0,0.0,0.0,16,0,LUFL09
35,11.0,CS+,3,1.0,0.0,0.0,16,0,LUFL09
37,1.0,CS-,3,3.0,0.0,0.0,16,0,LUFL09
40,11.0,CS+,3,6.0,0.0,1.0,16,0,LUFL09
41,5.0,CS-,3,7.0,0.0,1.0,16,0,LUFL09
43,11.0,CS+,3,9.0,0.0,2.0,16,0,LUFL09
45,1.0,CS-,3,11.0,0.0,2.0,16,0,LUFL09
48,11.0,CS+,3,14.0,0.0,3.0,16,0,LUFL09
49,1.0,CS-,3,15.0,0.0,3.0,16,0,LUFL09
51,,CS+,3,17.0,0.0,4.0,16,0,LUFL09
53,3.0,CS-,3,19.0,0.0,4.0,16,0,LUFL09
56,11.0,CS+,3,22.0,0.0,5.0,16,0,LUFL09
57,11.0,CS-,3,23.0,0.0,5.0,16,0,LUFL09
59,11.0,CS+,3,25.0,0.0,6.0,16,0,LUFL09
61,3.0,CS-,3,27.0,0.0,6.0,16,0,LUFL09
64,6.0,CS+,3,30.0,0.0,7.0,16,0,LUFL09
65,1.0,CS-,3,31.0,0.0,7.0,16,0,LUFL09
6,1.0,CS+,1,0.0,0.0,0.0,23,0,MAHE12
7,2.0,CS-,1,1.0,0.0,0.0,23,0,MAHE12
10,1.0,CS+,1,4.0,0.0,1.0,23,0,MAHE12
11,2.0,CS-,1,5.0,0.0,1.0,23,0,MAHE12
14,1.0,CS+,1,8.0,0.0,2.0,23,0,MAHE12
15,2.0,CS-,1,9.0,0.0,2.0,23,0,MAHE12
18,1.0,CS+,1,12.0,0.0,3.0,23,0,MAHE12
19,2.0,CS-,1,13.0,0.0,3.0,23,0,MAHE12
28,1.0,GS1,2,6.0,0.0,0.0,23,0,MAHE12
29,1.0,GS4,2,7.0,0.0,0.0,23,0,MAHE12
30,1.0,GS2,2,8.0,0.0,0.0,23,0,MAHE12
31,1.0,CS+,2,9.0,0.0,0.0,23,0,MAHE12
32,2.0,GS3,2,10.0,0.0,0.0,23,0,MAHE12
33,1.0,CS-,2,11.0,0.0,0.0,23,0,MAHE12
34,1.0,CS+,3,0.0,0.0,0.0,23,0,MAHE12
35,2.0,CS-,3,1.0,0.0,0.0,23,0,MAHE12
38,2.0,CS-,3,4.0,0.0,1.0,23,0,MAHE12
39,2.0,CS+,3,5.0,0.0,1.0,23,0,MAHE12
42,2.0,CS+,3,8.0,0.0,2.0,23,0,MAHE12
43,2.0,CS-,3,9.0,0.0,2.0,23,0,MAHE12
46,2.0,CS-,3,12.0,0.0,3.0,23,0,MAHE12
47,1.0,CS+,3,13.0,0.0,3.0,23,0,MAHE12
50,1.0,CS+,3,16.0,0.0,4.0,23,0,MAHE12
51,1.0,CS-,3,17.0,0.0,4.0,23,0,MAHE12
54,1.0,CS-,3,20.0,0.0,5.0,23,0,MAHE12
55,,CS+,3,21.0,0.0,5.0,23,0,MAHE12
58,1.0,CS+,3,24.0,0.0,6.0,23,0,MAHE12
59,1.0,CS-,3,25.0,0.0,6.0,23,0,MAHE12
62,1.0,CS-,3,28.0,0.0,7.0,23,0,MAHE12
63,1.0,CS+,3,29.0,0.0,7.0,23,0,MAHE12
7,10.0,CS+,1,1.0,9.0,0.0,51,0,MAKA08
10,10.0,CS-,1,4.0,9.0,0.0,51,0,MAKA08
11,10.0,CS+,1,5.0,9.0,1.0,51,0,MAKA08
13,10.0,CS-,1,7.0,9.0,1.0,51,0,MAKA08
15,10.0,CS+,1,9.0,9.0,2.0,51,0,MAKA08
18,10.0,CS-,1,12.0,9.0,2.0,51,0,MAKA08
19,10.0,CS+,1,13.0,9.0,3.0,51,0,MAKA08
21,10.0,CS-,1,15.0,9.0,3.0,51,0,MAKA08
28,10.0,CS+,2,6.0,9.0,0.0,51,0,MAKA08
29,3.0,GS3,2,7.0,0.0,0.0,51,0,MAKA08
30,10.0,CS-,2,8.0,9.0,0.0,51,0,MAKA08
31,10.0,GS4,2,9.0,0.0,0.0,51,0,MAKA08
32,2.0,GS2,2,10.0,0.0,0.0,51,0,MAKA08
33,5.0,GS1,2,11.0,0.0,0.0,51,0,MAKA08
35,10.0,CS+,3,1.0,9.0,0.0,51,0,MAKA08
37,2.0,CS-,3,3.0,9.0,0.0,51,0,MAKA08
40,10.0,CS+,3,6.0,9.0,1.0,51,0,MAKA08
41,2.0,CS-,3,7.0,9.0,1.0,51,0,MAKA08
43,10.0,CS+,3,9.0,9.0,2.0,51,0,MAKA08
45,,CS-,3,11.0,9.0,2.0,51,0,MAKA08
48,10.0,CS+,3,14.0,9.0,3.0,51,0,MAKA08
49,2.0,CS-,3,15.0,9.0,3.0,51,0,MAKA08
51,10.0,CS+,3,17.0,9.0,4.0,51,0,MAKA08
53,,CS-,3,19.0,9.0,4.0,51,0,MAKA08
56,10.0,CS+,3,22.0,9.0,5.0,51,0,MAKA08
57,10.0,CS-,3,23.0,9.0,5.0,51,0,MAKA08
59,,CS+,3,25.0,9.0,6.0,51,0,MAKA08
61,2.0,CS-,3,27.0,9.0,6.0,51,0,MAKA08
64,,CS+,3,30.0,9.0,7.0,51,0,MAKA08
65,,CS-,3,31.0,9.0,7.0,51,0,MAKA08
7,,CS+,1,1.0,,0.0,25,1,MAME13
10,1.0,CS-,1,4.0,,0.0,25,1,MAME13
11,1.0,CS+,1,5.0,,1.0,25,1,MAME13
13,1.0,CS-,1,7.0,,1.0,25,1,MAME13
15,1.0,CS+,1,9.0,,2.0,25,1,MAME13
18,1.0,CS-,1,12.0,,2.0,25,1,MAME13
19,1.0,CS+,1,13.0,,3.0,25,1,MAME13
21,1.0,CS-,1,15.0,,3.0,25,1,MAME13
28,10.0,CS+,2,6.0,,0.0,25,1,MAME13
29,1.0,GS3,2,7.0,0.0,0.0,25,1,MAME13
30,1.0,CS-,2,8.0,,0.0,25,1,MAME13
31,1.0,GS4,2,9.0,0.0,0.0,25,1,MAME13
32,1.0,GS2,2,10.0,0.0,0.0,25,1,MAME13
33,1.0,GS1,2,11.0,0.0,0.0,25,1,MAME13
35,1.0,CS+,3,1.0,,0.0,25,1,MAME13
37,1.0,CS-,3,3.0,,0.0,25,1,MAME13
40,1.0,CS+,3,6.0,,1.0,25,1,MAME13
41,1.0,CS-,3,7.0,,1.0,25,1,MAME13
43,1.0,CS+,3,9.0,,2.0,25,1,MAME13
45,1.0,CS-,3,11.0,,2.0,25,1,MAME13
48,1.0,CS+,3,14.0,,3.0,25,1,MAME13
49,1.0,CS-,3,15.0,,3.0,25,1,MAME13
51,1.0,CS+,3,17.0,,4.0,25,1,MAME13
53,1.0,CS-,3,19.0,,4.0,25,1,MAME13
56,1.0,CS+,3,22.0,,5.0,25,1,MAME13
57,1.0,CS-,3,23.0,,5.0,25,1,MAME13
59,1.0,CS+,3,25.0,,6.0,25,1,MAME13
61,1.0,CS-,3,27.0,,6.0,25,1,MAME13
64,1.0,CS+,3,30.0,,7.0,25,1,MAME13
65,1.0,CS-,3,31.0,,7.0,25,1,MAME13
6,10.0,CS-,1,0.0,9.0,0.0,50,0,MAME17
7,2.0,CS+,1,1.0,1.0,0.0,50,0,MAME17
10,2.0,CS-,1,4.0,9.0,1.0,50,0,MAME17
11,10.0,CS+,1,5.0,1.0,1.0,50,0,MAME17
14,2.0,CS-,1,8.0,9.0,2.0,50,0,MAME17
15,10.0,CS+,1,9.0,1.0,2.0,50,0,MAME17
18,2.0,CS-,1,12.0,9.0,3.0,50,0,MAME17
19,10.0,CS+,1,13.0,1.0,3.0,50,0,MAME17
22,10.0,GS1,2,0.0,0.0,0.0,50,0,MAME17
23,3.0,GS4,2,1.0,0.0,0.0,50,0,MAME17
24,7.0,GS2,2,2.0,0.0,0.0,50,0,MAME17
25,2.0,CS-,2,3.0,9.0,0.0,50,0,MAME17
26,4.0,GS3,2,4.0,0.0,0.0,50,0,MAME17
27,4.0,CS+,2,5.0,1.0,0.0,50,0,MAME17
34,9.0,CS+,3,0.0,1.0,0.0,50,0,MAME17
35,2.0,CS-,3,1.0,9.0,0.0,50,0,MAME17
38,2.0,CS-,3,4.0,9.0,1.0,50,0,MAME17
39,7.0,CS+,3,5.0,1.0,1.0,50,0,MAME17
42,6.0,CS+,3,8.0,1.0,2.0,50,0,MAME17
43,2.0,CS-,3,9.0,9.0,2.0,50,0,MAME17
46,2.0,CS-,3,12.0,9.0,3.0,50,0,MAME17
47,5.0,CS+,3,13.0,1.0,3.0,50,0,MAME17
50,5.0,CS+,3,16.0,1.0,4.0,50,0,MAME17
51,2.0,CS-,3,17.0,9.0,4.0,50,0,MAME17
54,2.0,CS-,3,20.0,9.0,5.0,50,0,MAME17
55,5.0,CS+,3,21.0,1.0,5.0,50,0,MAME17
58,4.0,CS+,3,24.0,1.0,6.0,50,0,MAME17
59,2.0,CS-,3,25.0,9.0,6.0,50,0,MAME17
62,2.0,CS-,3,28.0,9.0,7.0,50,0,MAME17
63,3.0,CS+,3,29.0,1.0,7.0,50,0,MAME17
6,9.0,CS-,1,0.0,,0.0,40,0,MAOP15
7,9.0,CS+,1,1.0,7.0,0.0,40,0,MAOP15
10,1.0,CS-,1,4.0,,1.0,40,0,MAOP15
11,11.0,CS+,1,5.0,7.0,1.0,40,0,MAOP15
14,1.0,CS-,1,8.0,,2.0,40,0,MAOP15
15,11.0,CS+,1,9.0,7.0,2.0,40,0,MAOP15
18,1.0,CS-,1,12.0,,3.0,40,0,MAOP15
19,11.0,CS+,1,13.0,7.0,3.0,40,0,MAOP15
22,9.0,GS1,2,0.0,0.0,0.0,40,0,MAOP15
23,1.0,GS4,2,1.0,0.0,0.0,40,0,MAOP15
24,9.0,GS2,2,2.0,0.0,0.0,40,0,MAOP15
25,1.0,CS-,2,3.0,,0.0,40,0,MAOP15
26,8.0,GS3,2,4.0,0.0,0.0,40,0,MAOP15
27,11.0,CS+,2,5.0,7.0,0.0,40,0,MAOP15
34,9.0,CS+,3,0.0,7.0,0.0,40,0,MAOP15
35,1.0,CS-,3,1.0,,0.0,40,0,MAOP15
38,1.0,CS-,3,4.0,,1.0,40,0,MAOP15
39,9.0,CS+,3,5.0,7.0,1.0,40,0,MAOP15
42,9.0,CS+,3,8.0,7.0,2.0,40,0,MAOP15
43,1.0,CS-,3,9.0,,2.0,40,0,MAOP15
46,1.0,CS-,3,12.0,,3.0,40,0,MAOP15
47,9.0,CS+,3,13.0,7.0,3.0,40,0,MAOP15
50,9.0,CS+,3,16.0,7.0,4.0,40,0,MAOP15
51,1.0,CS-,3,17.0,,4.0,40,0,MAOP15
54,1.0,CS-,3,20.0,,5.0,40,0,MAOP15
55,9.0,CS+,3,21.0,7.0,5.0,40,0,MAOP15
58,9.0,CS+,3,24.0,7.0,6.0,40,0,MAOP15
59,1.0,CS-,3,25.0,,6.0,40,0,MAOP15
62,1.0,CS-,3,28.0,,7.0,40,0,MAOP15
63,9.0,CS+,3,29.0,7.0,7.0,40,0,MAOP15
8,8.0,CS+,1,2.0,0.0,0.0,17,0,MARH07
9,8.0,CS-,1,3.0,2.0,0.0,17,0,MARH07
12,5.0,CS-,1,6.0,2.0,1.0,17,0,MARH07
13,10.0,CS+,1,7.0,0.0,1.0,17,0,MARH07
16,11.0,CS+,1,10.0,0.0,2.0,17,0,MARH07
17,2.0,CS-,1,11.0,2.0,2.0,17,0,MARH07
20,2.0,CS-,1,14.0,2.0,3.0,17,0,MARH07
21,11.0,CS+,1,15.0,0.0,3.0,17,0,MARH07
22,11.0,CS+,2,0.0,0.0,0.0,17,0,MARH07
23,8.0,GS3,2,1.0,0.0,0.0,17,0,MARH07
24,4.0,CS-,2,2.0,2.0,0.0,17,0,MARH07
25,1.0,GS4,2,3.0,0.0,0.0,17,0,MARH07
26,8.0,GS2,2,4.0,0.0,0.0,17,0,MARH07
27,8.0,GS1,2,5.0,0.0,0.0,17,0,MARH07
36,11.0,CS+,3,2.0,0.0,0.0,17,0,MARH07
37,4.0,CS-,3,3.0,2.0,0.0,17,0,MARH07
40,1.0,CS-,3,6.0,2.0,1.0,17,0,MARH07
41,11.0,CS+,3,7.0,0.0,1.0,17,0,MARH07
44,11.0,CS+,3,10.0,0.0,2.0,17,0,MARH07
45,1.0,CS-,3,11.0,2.0,2.0,17,0,MARH07
48,1.0,CS-,3,14.0,2.0,3.0,17,0,MARH07
49,11.0,CS+,3,15.0,0.0,3.0,17,0,MARH07
52,11.0,CS+,3,18.0,0.0,4.0,17,0,MARH07
53,1.0,CS-,3,19.0,2.0,4.0,17,0,MARH07
56,1.0,CS-,3,22.0,2.0,5.0,17,0,MARH07
57,11.0,CS+,3,23.0,0.0,5.0,17,0,MARH07
60,11.0,CS+,3,26.0,0.0,6.0,17,0,MARH07
61,1.0,CS-,3,27.0,2.0,6.0,17,0,MARH07
64,1.0,CS-,3,30.0,2.0,7.0,17,0,MARH07
65,11.0,CS+,3,31.0,0.0,7.0,17,0,MARH07
8,10.0,CS+,1,2.0,9.0,0.0,13,1,MASA22
9,11.0,CS-,1,3.0,10.0,0.0,13,1,MASA22
12,11.0,CS-,1,6.0,10.0,1.0,13,1,MASA22
13,10.0,CS+,1,7.0,9.0,1.0,13,1,MASA22
16,11.0,CS+,1,10.0,9.0,2.0,13,1,MASA22
17,11.0,CS-,1,11.0,10.0,2.0,13,1,MASA22
20,11.0,CS-,1,14.0,10.0,3.0,13,1,MASA22
21,11.0,CS+,1,15.0,9.0,3.0,13,1,MASA22
22,11.0,CS+,2,0.0,9.0,0.0,13,1,MASA22
23,11.0,GS3,2,1.0,0.0,0.0,13,1,MASA22
24,11.0,CS-,2,2.0,10.0,0.0,13,1,MASA22
25,10.0,GS4,2,3.0,0.0,0.0,13,1,MASA22
26,10.0,GS2,2,4.0,0.0,0.0,13,1,MASA22
27,10.0,GS1,2,5.0,0.0,0.0,13,1,MASA22
36,5.0,CS+,3,2.0,9.0,0.0,13,1,MASA22
37,5.0,CS-,3,3.0,10.0,0.0,13,1,MASA22
40,3.0,CS-,3,6.0,10.0,1.0,13,1,MASA22
41,2.0,CS+,3,7.0,9.0,1.0,13,1,MASA22
44,1.0,CS+,3,10.0,9.0,2.0,13,1,MASA22
45,1.0,CS-,3,11.0,10.0,2.0,13,1,MASA22
48,1.0,CS-,3,14.0,10.0,3.0,13,1,MASA22
49,1.0,CS+,3,15.0,9.0,3.0,13,1,MASA22
52,1.0,CS+,3,18.0,9.0,4.0,13,1,MASA22
53,1.0,CS-,3,19.0,10.0,4.0,13,1,MASA22
56,1.0,CS-,3,22.0,10.0,5.0,13,1,MASA22
57,1.0,CS+,3,23.0,9.0,5.0,13,1,MASA22
60,1.0,CS+,3,26.0,9.0,6.0,13,1,MASA22
61,1.0,CS-,3,27.0,10.0,6.0,13,1,MASA22
64,1.0,CS-,3,30.0,10.0,7.0,13,1,MASA22
65,1.0,CS+,3,31.0,9.0,7.0,13,1,MASA22
7,10.0,CS+,1,1.0,5.0,0.0,32,0,MAST18
10,5.0,CS-,1,4.0,5.0,0.0,32,0,MAST18
11,9.0,CS+,1,5.0,5.0,1.0,32,0,MAST18
13,6.0,CS-,1,7.0,5.0,1.0,32,0,MAST18
15,10.0,CS+,1,9.0,5.0,2.0,32,0,MAST18
18,5.0,CS-,1,12.0,5.0,2.0,32,0,MAST18
19,9.0,CS+,1,13.0,5.0,3.0,32,0,MAST18
21,6.0,CS-,1,15.0,5.0,3.0,32,0,MAST18
28,8.0,CS+,2,6.0,5.0,0.0,32,0,MAST18
29,6.0,GS3,2,7.0,0.0,0.0,32,0,MAST18
30,5.0,CS-,2,8.0,5.0,0.0,32,0,MAST18
31,4.0,GS4,2,9.0,0.0,0.0,32,0,MAST18
32,5.0,GS2,2,10.0,0.0,0.0,32,0,MAST18
33,5.0,GS1,2,11.0,0.0,0.0,32,0,MAST18
35,9.0,CS+,3,1.0,5.0,0.0,32,0,MAST18
37,5.0,CS-,3,3.0,5.0,0.0,32,0,MAST18
40,9.0,CS+,3,6.0,5.0,1.0,32,0,MAST18
41,6.0,CS-,3,7.0,5.0,1.0,32,0,MAST18
43,8.0,CS+,3,9.0,5.0,2.0,32,0,MAST18
45,5.0,CS-,3,11.0,5.0,2.0,32,0,MAST18
48,8.0,CS+,3,14.0,5.0,3.0,32,0,MAST18
49,4.0,CS-,3,15.0,5.0,3.0,32,0,MAST18
51,8.0,CS+,3,17.0,5.0,4.0,32,0,MAST18
53,4.0,CS-,3,19.0,5.0,4.0,32,0,MAST18
56,7.0,CS+,3,22.0,5.0,5.0,32,0,MAST18
57,,CS-,3,23.0,5.0,5.0,32,0,MAST18
59,7.0,CS+,3,25.0,5.0,6.0,32,0,MAST18
61,3.0,CS-,3,27.0,5.0,6.0,32,0,MAST18
64,7.0,CS+,3,30.0,5.0,7.0,32,0,MAST18
65,5.0,CS-,3,31.0,5.0,7.0,32,0,MAST18
6,6.0,CS-,1,0.0,9.0,0.0,45,0,MAVI12
7,6.0,CS+,1,1.0,1.0,0.0,45,0,MAVI12
10,2.0,CS-,1,4.0,9.0,1.0,45,0,MAVI12
11,10.0,CS+,1,5.0,1.0,1.0,45,0,MAVI12
14,2.0,CS-,1,8.0,9.0,2.0,45,0,MAVI12
15,10.0,CS+,1,9.0,1.0,2.0,45,0,MAVI12
18,2.0,CS-,1,12.0,9.0,3.0,45,0,MAVI12
19,10.0,CS+,1,13.0,1.0,3.0,45,0,MAVI12
22,3.0,GS1,2,0.0,0.0,0.0,45,0,MAVI12
23,3.0,GS4,2,1.0,0.0,0.0,45,0,MAVI12
24,2.0,GS2,2,2.0,0.0,0.0,45,0,MAVI12
25,1.0,CS-,2,3.0,9.0,0.0,45,0,MAVI12
26,1.0,GS3,2,4.0,0.0,0.0,45,0,MAVI12
27,8.0,CS+,2,5.0,1.0,0.0,45,0,MAVI12
34,10.0,CS+,3,0.0,1.0,0.0,45,0,MAVI12
35,2.0,CS-,3,1.0,9.0,0.0,45,0,MAVI12
38,2.0,CS-,3,4.0,9.0,1.0,45,0,MAVI12
39,9.0,CS+,3,5.0,1.0,1.0,45,0,MAVI12
42,7.0,CS+,3,8.0,1.0,2.0,45,0,MAVI12
43,1.0,CS-,3,9.0,9.0,2.0,45,0,MAVI12
46,1.0,CS-,3,12.0,9.0,3.0,45,0,MAVI12
47,6.0,CS+,3,13.0,1.0,3.0,45,0,MAVI12
50,5.0,CS+,3,16.0,1.0,4.0,45,0,MAVI12
51,1.0,CS-,3,17.0,9.0,4.0,45,0,MAVI12
54,1.0,CS-,3,20.0,9.0,5.0,45,0,MAVI12
55,4.0,CS+,3,21.0,1.0,5.0,45,0,MAVI12
58,4.0,CS+,3,24.0,1.0,6.0,45,0,MAVI12
59,1.0,CS-,3,25.0,9.0,6.0,45,0,MAVI12
62,1.0,CS-,3,28.0,9.0,7.0,45,0,MAVI12
63,3.0,CS+,3,29.0,1.0,7.0,45,0,MAVI12
6,1.0,CS+,1,0.0,0.0,0.0,17,1,MIHO11
7,9.0,CS-,1,1.0,,0.0,17,1,MIHO11
10,11.0,CS+,1,4.0,0.0,1.0,17,1,MIHO11
11,11.0,CS-,1,5.0,,1.0,17,1,MIHO11
14,11.0,CS+,1,8.0,0.0,2.0,17,1,MIHO11
15,11.0,CS-,1,9.0,,2.0,17,1,MIHO11
18,11.0,CS+,1,12.0,0.0,3.0,17,1,MIHO11
19,11.0,CS-,1,13.0,,3.0,17,1,MIHO11
28,11.0,GS1,2,6.0,0.0,0.0,17,1,MIHO11
29,11.0,GS4,2,7.0,0.0,0.0,17,1,MIHO11
30,10.0,GS2,2,8.0,0.0,0.0,17,1,MIHO11
31,11.0,CS+,2,9.0,0.0,0.0,17,1,MIHO11
32,11.0,GS3,2,10.0,0.0,0.0,17,1,MIHO11
33,11.0,CS-,2,11.0,,0.0,17,1,MIHO11
34,11.0,CS+,3,0.0,0.0,0.0,17,1,MIHO11
35,11.0,CS-,3,1.0,,0.0,17,1,MIHO11
38,11.0,CS-,3,4.0,,1.0,17,1,MIHO11
39,11.0,CS+,3,5.0,0.0,1.0,17,1,MIHO11
42,11.0,CS+,3,8.0,0.0,2.0,17,1,MIHO11
43,11.0,CS-,3,9.0,,2.0,17,1,MIHO11
46,11.0,CS-,3,12.0,,3.0,17,1,MIHO11
47,11.0,CS+,3,13.0,0.0,3.0,17,1,MIHO11
50,11.0,CS+,3,16.0,0.0,4.0,17,1,MIHO11
51,11.0,CS-,3,17.0,,4.0,17,1,MIHO11
54,11.0,CS-,3,20.0,,5.0,17,1,MIHO11
55,11.0,CS+,3,21.0,0.0,5.0,17,1,MIHO11
58,11.0,CS+,3,24.0,0.0,6.0,17,1,MIHO11
59,11.0,CS-,3,25.0,,6.0,17,1,MIHO11
62,11.0,CS-,3,28.0,,7.0,17,1,MIHO11
63,11.0,CS+,3,29.0,0.0,7.0,17,1,MIHO11
6,7.0,CS+,1,0.0,4.0,0.0,16,0,MIOL05
7,11.0,CS-,1,1.0,7.0,0.0,16,0,MIOL05
10,,CS+,1,4.0,4.0,1.0,16,0,MIOL05
11,11.0,CS-,1,5.0,7.0,1.0,16,0,MIOL05
14,7.0,CS+,1,8.0,4.0,2.0,16,0,MIOL05
15,5.0,CS-,1,9.0,7.0,2.0,16,0,MIOL05
18,11.0,CS+,1,12.0,4.0,3.0,16,0,MIOL05
19,7.0,CS-,1,13.0,7.0,3.0,16,0,MIOL05
28,8.0,GS1,2,6.0,0.0,0.0,16,0,MIOL05
29,9.0,GS4,2,7.0,0.0,0.0,16,0,MIOL05
30,5.0,GS2,2,8.0,0.0,0.0,16,0,MIOL05
31,11.0,CS+,2,9.0,4.0,0.0,16,0,MIOL05
32,7.0,GS3,2,10.0,0.0,0.0,16,0,MIOL05
33,7.0,CS-,2,11.0,7.0,0.0,16,0,MIOL05
34,11.0,CS+,3,0.0,4.0,0.0,16,0,MIOL05
35,11.0,CS-,3,1.0,7.0,0.0,16,0,MIOL05
38,11.0,CS-,3,4.0,7.0,1.0,16,0,MIOL05
39,11.0,CS+,3,5.0,4.0,1.0,16,0,MIOL05
42,8.0,CS+,3,8.0,4.0,2.0,16,0,MIOL05
43,1.0,CS-,3,9.0,7.0,2.0,16,0,MIOL05
46,1.0,CS-,3,12.0,7.0,3.0,16,0,MIOL05
47,1.0,CS+,3,13.0,4.0,3.0,16,0,MIOL05
50,1.0,CS+,3,16.0,4.0,4.0,16,0,MIOL05
51,1.0,CS-,3,17.0,7.0,4.0,16,0,MIOL05
54,1.0,CS-,3,20.0,7.0,5.0,16,0,MIOL05
55,1.0,CS+,3,21.0,4.0,5.0,16,0,MIOL05
58,1.0,CS+,3,24.0,4.0,6.0,16,0,MIOL05
59,1.0,CS-,3,25.0,7.0,6.0,16,0,MIOL05
62,1.0,CS-,3,28.0,7.0,7.0,16,0,MIOL05
63,1.0,CS+,3,29.0,4.0,7.0,16,0,MIOL05
6,1.0,CS+,1,0.0,0.0,0.0,18,0,MISO09
7,3.0,CS-,1,1.0,0.0,0.0,18,0,MISO09
10,8.0,CS+,1,4.0,0.0,1.0,18,0,MISO09
11,2.0,CS-,1,5.0,0.0,1.0,18,0,MISO09
14,7.0,CS+,1,8.0,0.0,2.0,18,0,MISO09
15,1.0,CS-,1,9.0,0.0,2.0,18,0,MISO09
18,10.0,CS+,1,12.0,0.0,3.0,18,0,MISO09
19,1.0,CS-,1,13.0,0.0,3.0,18,0,MISO09
28,1.0,GS1,2,6.0,0.0,0.0,18,0,MISO09
29,1.0,GS4,2,7.0,0.0,0.0,18,0,MISO09
30,1.0,GS2,2,8.0,0.0,0.0,18,0,MISO09
31,11.0,CS+,2,9.0,0.0,0.0,18,0,MISO09
32,1.0,GS3,2,10.0,0.0,0.0,18,0,MISO09
33,1.0,CS-,2,11.0,0.0,0.0,18,0,MISO09
34,11.0,CS+,3,0.0,0.0,0.0,18,0,MISO09
35,1.0,CS-,3,1.0,0.0,0.0,18,0,MISO09
38,1.0,CS-,3,4.0,0.0,1.0,18,0,MISO09
39,6.0,CS+,3,5.0,0.0,1.0,18,0,MISO09
42,1.0,CS+,3,8.0,0.0,2.0,18,0,MISO09
43,1.0,CS-,3,9.0,0.0,2.0,18,0,MISO09
46,1.0,CS-,3,12.0,0.0,3.0,18,0,MISO09
47,1.0,CS+,3,13.0,0.0,3.0,18,0,MISO09
50,1.0,CS+,3,16.0,0.0,4.0,18,0,MISO09
51,1.0,CS-,3,17.0,0.0,4.0,18,0,MISO09
54,1.0,CS-,3,20.0,0.0,5.0,18,0,MISO09
55,1.0,CS+,3,21.0,0.0,5.0,18,0,MISO09
58,1.0,CS+,3,24.0,0.0,6.0,18,0,MISO09
59,1.0,CS-,3,25.0,0.0,6.0,18,0,MISO09
